ano,titulo,autores,link,motivo,resumo_pt,veredito_dc,explicacao_dc
2025,Generalizability of convolutional neural network-based model observer in breast tomosynthesis across volume glandular fractions and signal sizes.,"Jang H, Baek J",https://pubmed.ncbi.nlm.nih.gov/40017130/,"O estudo se concentra em um modelo de observador baseado em CNN para tomossíntese, mas não envolve diretamente mulheres submetidas a rastreamento ou diagnóstico de câncer de mama, e não fornece métricas de performance específicas como AUC ou sensibilidade.","O estudo explora a generalizabilidade de um observador de modelo baseado em CNN para tarefas de detecção em imagens de tomossíntese mamária, avaliando o desempenho em diferentes tamanhos de sinais e frações glandulares. Os resultados indicam que redes treinadas em conjuntos de dados com sinais de tamanhos semelhantes apresentaram melhor desempenho, mas com generalização limitada em conjuntos de dados com sinais de tamanhos diferentes.",uncertain,"Embora o estudo se concentre em um modelo de observador, ele utiliza tomossíntese, que é relevante para o diagnóstico de câncer de mama. A falta de métricas de performance específicas pode ser um problema, mas a relevância do tema sugere que o artigo poderia ser incluído para uma análise mais aprofundada."
2025,[Evaluating the accuracy of large language models in answering mammography screening questions in Italian and English: a study based on the Eusobi guidelines].,"Signorini M, Fontani S, Minichetti P, Teggi S, Barusco A, Favat M",https://pubmed.ncbi.nlm.nih.gov/40084446/,"O estudo não envolve o uso de mamografia digital ou técnicas de deep learning aplicadas a imagens de mamografia, mas sim a avaliação de modelos de linguagem em responder perguntas sobre rastreamento de câncer de mama.","O estudo avalia a precisão de modelos de linguagem em responder perguntas sobre rastreamento de câncer de mama, utilizando diretrizes Eusobi. As respostas foram analisadas por radiologistas, mostrando que os modelos têm limitações em fornecer informações precisas sobre tópicos médicos especializados. A pesquisa destaca a necessidade de colaboração entre especialistas em IA e profissionais de saúde.",uncertain,"Embora o estudo não utilize mamografia digital ou deep learning em imagens, ele aborda questões relacionadas ao rastreamento de câncer de mama, o que pode ser relevante. A exclusão parece exagerada, pois o foco na comunicação médica e na precisão das informações pode ter implicações importantes para a população-alvo."
2025,Uncertainty Estimation for Dual View X-ray Mammographic Image Registration Using Deep Ensembles.,"Walton WC, Kim SJ",https://pubmed.ncbi.nlm.nih.gov/39313715/,"O estudo se concentra na estimativa de incerteza para registro de imagens mamográficas, sem abordar diretamente a detecção de câncer de mama ou fornecer métricas de desempenho relevantes para a acurácia na detecção.","O estudo desenvolve técnicas para estimar incertezas em métodos de registro de imagens mamográficas usando redes neurais convolucionais. As técnicas são testadas em dados sintéticos e reais, mas não se concentram na detecção de câncer de mama. Os resultados mostram que as estimativas de incerteza podem ajudar na correspondência de lesões entre diferentes vistas mamográficas.",include,"O estudo utiliza técnicas de Deep Learning em imagens mamográficas e aborda a utilidade clínica na detecção de lesões, o que é relevante para a revisão, mesmo que não forneça métricas de desempenho diretamente relacionadas à detecção de câncer de mama."
2025,Mammographic features in screening mammograms with high AI scores but a true-negative screening result.,"Koch, Henrik Wethe, Bergan, Marie Burns, Gjesvik, Jonas, Larsen, Marthe, Bartsch, Hauke, Haldorsen, Ingfrid Helene Salvesen, Hofvind, Solveig",https://dx.doi.org/10.1177/02841851251363697,"O estudo analisa características mamográficas em exames com resultados verdadeiros negativos e não se concentra na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","O estudo investiga características mamográficas em mamografias de rastreamento com altas pontuações de IA, mas com resultados verdadeiros negativos. Analisou 54.662 exames e revisou 382, classificando a maioria como negativa. O foco está nas falsos positivos gerados pela IA, não na detecção de câncer.",include,"Embora o estudo analise características mamográficas em exames com resultados verdadeiros negativos, ele investiga o desempenho da IA em um contexto de rastreamento, o que é relevante para a detecção de câncer de mama e, portanto, deve ser incluído."
2025,Review and reflections on live AI mammographic screen reading in a large UK NHS breast screening unit.,"Puri, S, Bagnall, M, Erdelyi, G",https://dx.doi.org/10.1016/j.crad.2025.106872,"O estudo é uma avaliação de serviço e não apresenta dados de desempenho da IA em termos de métricas como AUC ou sensibilidade, além de não ser um estudo primário.","O estudo avaliou a implementação de uma plataforma de IA como 'terceiro leitor silencioso' em um programa de rastreamento de mamografia. Foram revisados casos discordantes, mas a IA não detectou câncer adicional e teve desempenho inferior aos leitores humanos. O estudo concluiu que a IA não é confiável para uso clínico no programa de rastreamento do NHS.",uncertain,"Embora o estudo seja uma avaliação de serviço, ele fornece informações sobre a performance da IA em comparação com leitores humanos, o que pode ser relevante. A falta de métricas específicas como AUC ou sensibilidade não torna o estudo irrelevante, pois ele ainda discute a eficácia da IA no contexto do rastreamento de câncer de mama."
2025,Risk-Stratified Screening: A Simulation Study of Scheduling Templates on Daily Mammography Recalls.,"Lin, Yannan, Hoyt, Anne C, Manuel, Vladimir G, Inkelas, Moira, Ayvaci, Mehmet Ulvi Saygi, Ahsen, Mehmet Eren, Hsu, William",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11925393,"O estudo não se concentra no uso de algoritmos de Deep Learning aplicados a imagens de mamografia, mas sim em um modelo de simulação de agendamento de triagem com IA, sem métricas de performance específicas relacionadas ao desempenho da IA.","Este estudo de simulação avaliou o impacto do agendamento estratificado por risco na utilização de testes diagnósticos no mesmo dia para mamografias anormais. O foco foi na comparação entre agendamentos tradicionais e estratificados, mostrando uma redução na variância de recall, mas não apresentou dados sobre a aplicação de Deep Learning em mamografias.",include,"Embora o estudo se concentre em um modelo de simulação, ele menciona o uso de um modelo de deep learning para triagem, o que pode ser relevante. Além disso, o estudo fornece dados sobre o impacto do agendamento na eficiência, o que pode ser considerado uma métrica de desempenho relacionada à IA."
2025,Digital mammography with AI-based computer-aided diagnosis to predict neoadjuvant chemotherapy response in HER2-positive and triple-negative breast cancer patients: comparison with MRI.,"Kim, Haejung, Choi, Ji Soo, Chi, Sang Ah, Ryu, Jai Min, Lee, Jeong Eon, Kim, Myoung Kyoung, Lee, Jeongmin, Ko, Eun Sook, Ko, Eun Young, Han, Boo-Kyung",https://dx.doi.org/10.1007/s00330-025-11390-x,"O estudo compara a mamografia digital com a ressonância magnética e não se concentra apenas na detecção de câncer de mama, violando o critério de comparador.","O estudo investiga se a mamografia digital com diagnóstico assistido por IA pode prever a resposta patológica completa após quimioterapia neoadjuvante em pacientes com câncer de mama HER2-positivo e triplo-negativo. Os resultados mostram que o modelo de mamografia digital com IA teve uma AUC de 0,72, inferior ao modelo de ressonância magnética, que teve AUC de 0,83.",include,"Embora o estudo compare a mamografia digital com a ressonância magnética, ele ainda envolve mulheres submetidas a rastreamento ou diagnóstico de câncer de mama e utiliza algoritmos de IA, o que o torna relevante para a revisão."
2025,Using AI to Select Women with Intermediate Breast Cancer Risk for Breast Screening with MRI.,"van Winkel, Suzanne L, Samperna, Riccardo, Loehrer, Elizabeth A, Kroes, Jaap, Rodriguez-Ruiz, Alejandro, Mann, Ritse M",https://dx.doi.org/10.1148/radiol.233067,"O estudo utiliza apenas a combinação de mamografia e ressonância magnética, sem foco exclusivo em mamografia, o que não atende aos critérios de inclusão.","O estudo explora a viabilidade do uso de um sistema de inteligência artificial para estratificar mulheres com risco intermediário de câncer de mama para triagem adicional com ressonância magnética. A pesquisa incluiu mulheres que foram submetidas a mamografia e ressonância magnética, e os resultados mostraram uma taxa de detecção de câncer de 84% com o uso da IA. No entanto, o foco em ressonância magnética exclui o artigo dos critérios da revisão.",include,"O estudo utiliza mamografia como parte do processo de triagem e aplica um sistema de IA para avaliar mamografias, o que se alinha aos critérios de inclusão, apesar de envolver ressonância magnética."
2025,Traditional versus modern approaches to screening mammography: a comparison of computer-assisted detection for synthetic 2D mammography versus an artificial intelligence algorithm for digital breast tomosynthesis.,"Bahl, Manisha, Kshirsagar, Ashwini, Pohlman, Scott, Lehman, Constance D",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953105,"O estudo compara um algoritmo de detecção assistida por computador tradicional (não baseado em Deep Learning) com um algoritmo de IA moderno, mas não atende ao critério de intervenção, pois o CADe não é uma tecnologia de Deep Learning.","O estudo compara a eficácia de um algoritmo tradicional de detecção assistida por computador para mamografia 2D com um algoritmo de IA baseado em Deep Learning para tomossíntese digital. Os resultados mostraram que o algoritmo de IA teve melhor desempenho em termos de AUC, sensibilidade e especificidade. No entanto, o CADe utilizado não é baseado em Deep Learning.",include,"Embora o estudo compare um algoritmo CADe tradicional com um algoritmo de IA moderno, ele ainda envolve o uso de um algoritmo de Deep Learning aplicado a imagens de DBT, o que atende ao critério de intervenção. Portanto, a exclusão não está justificada."
2024,AI-based selection of individuals for supplemental MRI in population-based breast cancer screening: the randomized ScreenTrustMRI trial.,"Salim M, Liu Y, Sorkhei M, Ntoula D, Foukakis T, Fredriksson I, Wang Y, Eklund M, Azizpour H, Smith K, Strand F",https://pubmed.ncbi.nlm.nih.gov/38977914/,"O estudo utiliza apenas ressonância magnética (MRI) para triagem, sem associação com mamografia, o que viola os critérios de inclusão.","O estudo ScreenTrustMRI avaliou uma ferramenta de IA para selecionar indivíduos para triagem suplementar com ressonância magnética após mamografias negativas. Embora tenha mostrado eficiência na detecção de cânceres, não envolve mamografia como modalidade principal, focando apenas em MRI. Os resultados indicam que a IA pode melhorar a detecção de cânceres em um pequeno grupo de mulheres selecionadas.",include,"O estudo envolve um algoritmo de IA para triagem de câncer de mama, utilizando mamografia como parte do processo de seleção para MRI, o que o torna relevante para a revisão, apesar de focar na MRI."
2024,Predicting axillary lymph node metastasis in breast cancer using a multimodal radiomics and deep learning model.,"Guo F, Sun S, Deng X, Wang Y, Yao W, Yue P, Wu S, Yan J, Zhang X, Zhang Y",https://pubmed.ncbi.nlm.nih.gov/39735531/,"O estudo utiliza imagens de ressonância magnética (MRI) além da mamografia, o que não atende aos critérios de inclusão.","O estudo explora o uso de modelos de radiômica e deep learning para prever metástase em linfonodos axilares em câncer de mama, utilizando dados de mamografia e ressonância magnética. Os resultados mostraram que o modelo combinado teve a melhor performance com AUC de 0.846. O estudo visa auxiliar no planejamento de intervenções pré-operatórias.",uncertain,"Embora o estudo utilize MRI, ele também inclui mamografia e se concentra em um desfecho relevante para o câncer de mama, o que pode justificar a inclusão. A decisão de exclusão parece exagerada."
2024,Mammography-based deep learning model for coronary artery calcification.,"Ahn S, Chang Y, Kwon R, Kang J, Choi J, Lim GY, Kwon MR, Ryu S, Shin J",https://pubmed.ncbi.nlm.nih.gov/37988168/,"O estudo foca na predição de calcificação arterial coronariana usando mamografia, não na detecção de câncer de mama.","O estudo desenvolveu modelos de deep learning baseados em mamografia para prever a calcificação arterial coronariana (CAC) em mulheres. Utilizando uma rede neural convolucional (CNN), foram avaliadas métricas de desempenho como sensibilidade, especificidade e área sob a curva (AUROC). Os resultados mostraram que os modelos de mamografia podem ser promissores para avaliação de risco cardiovascular, mas não abordam a detecção de câncer de mama.",include,"Embora o foco principal do estudo seja a predição de calcificação arterial coronariana, ele utiliza mamografia e envolve mulheres, o que pode ser relevante para a revisão, pois a tecnologia de deep learning aplicada a mamografia é o foco da pesquisa."
2024,Deep-learning model for background parenchymal enhancement classification in contrast-enhanced mammography.,"Ripaud E, Jailin C, Quintana GI, Milioni de Carvalho P, Sanchez de la Rosa R, Vancamberg L",https://pubmed.ncbi.nlm.nih.gov/38657641/,"O estudo utiliza mamografia contrastada (CEM), que não se enquadra nos critérios de inclusão que especificam mamografia digital, tomossíntese ou mamografia espectral.","O estudo apresenta uma ferramenta de classificação de nível de realce parenquimal de mama (BPE) baseada em deep learning, treinada em pares de imagens de mamografia contrastada. O modelo alcançou uma acurácia balanceada de 71,5% e 93,0% em classificação binária. Os resultados sugerem que o modelo é robusto na presença de lesões.",include,"Embora o estudo utilize mamografia contrastada (CEM), ele se baseia em deep learning e aborda um aspecto relevante do diagnóstico de câncer de mama, o que justifica sua inclusão na revisão."
2024,Prediction of Disease-Free Survival in Breast Cancer using Deep Learning with Ultrasound and Mammography: A Multicenter Study.,"Han J, Hua H, Fei J, Liu J, Guo Y, Ma W, Chen J",https://pubmed.ncbi.nlm.nih.gov/38281863/,"O estudo utiliza apenas Ultrassom e Mamografia, mas não atende ao critério de inclusão, pois a análise não é focada na detecção de câncer, mas sim na previsão de sobrevida livre de doença.","O estudo avaliou a sobrevida livre de doença em pacientes com câncer de mama utilizando modelos de deep learning com imagens de ultrassom e mamografia. Foram estabelecidos cinco modelos, sendo que o modelo combinado apresentou a melhor performance preditiva. No entanto, o foco do estudo não é a detecção de câncer, mas sim a previsão de prognóstico.",uncertain,"Embora o estudo utilize Ultrassom e Mamografia, ele também aplica Deep Learning e reporta métricas de performance, o que pode ser relevante para a revisão. A exclusão parece exagerada, pois a previsão de sobrevida pode estar relacionada à detecção de câncer."
2024,A multicentric study of radiomics and artificial intelligence analysis on contrast-enhanced mammography to identify different histotypes of breast cancer.,"Petrillo A, Fusco R, Petrosino T, Vallone P, Granata V, Rubulotta MR, Pariante P, Raiano N, Scognamiglio G, Fanizzi A, Massafra R, Lafranceschina M, La Forgia D, Greco L, Ferranti FR, De Soccio V, Vidiri A, Botta F, Dominelli V, Cassano E, Sorgente E, Pecori B, Cerciello V, Boldrini L",https://pubmed.ncbi.nlm.nih.gov/38755477/,"O estudo utiliza mamografia contrastada, que não se enquadra nos critérios de inclusão que especificam mamografia digital, tomossíntese ou mamografia espectral.","O estudo avaliou a análise radiômica em mamografia contrastada para identificar diferentes histótipos de câncer de mama. Foram recrutadas 180 lesões malignas e 68 benignas, com foco na predição de características como HER2 e receptores hormonais. Os resultados mostraram que a análise radiômica pode ser aplicada para apoiar a decisão clínica, especialmente na classificação de histótipos luminais.",include,"O estudo utiliza mamografia contrastada, que é uma forma de mamografia, e os critérios de inclusão não excluem explicitamente essa modalidade. Portanto, o artigo pode ser relevante para a revisão."
2024,Breast tumor segmentation using neural cellular automata and shape guided segmentation in mammography images.,"Ali M, Wu T, Hu H, Mahmood T",https://pubmed.ncbi.nlm.nih.gov/39352900/,"O estudo utiliza um sistema CAD que não é baseado em Deep Learning moderno, mas sim em uma abordagem híbrida que não se encaixa nos critérios de inclusão.","O estudo propõe uma estratégia híbrida que combina segmentação guiada por forma e autômatos celulares neurais para melhorar a segmentação de tumores de mama em imagens de mamografia. Embora busque otimizar a precisão e a eficiência, não utiliza algoritmos de Deep Learning convencionais. Os resultados indicam melhorias na detecção e tratamento do câncer de mama.",include,"O estudo utiliza uma abordagem híbrida que combina técnicas modernas (M3D-neural cellular automata) e pode ser relevante para a revisão, pois se concentra na segmentação de tumores em mamografias, que se alinha aos critérios de inclusão."
2024,CNN-Based Cross-Modality Fusion for Enhanced Breast Cancer Detection Using Mammography and Ultrasound.,"Wang YM, Wang CY, Liu KY, Huang YH, Chen TB, Chiu KN, Liang CY, Lu NH",https://pubmed.ncbi.nlm.nih.gov/39728907/,"O estudo utiliza apenas ultrassom e mamografia, mas não atende aos critérios de inclusão, pois não se concentra exclusivamente na mamografia.","O estudo investiga a fusão de modalidades de imagem, combinando mamografia e ultrassom, utilizando arquiteturas de rede neural convolucional (CNN) para melhorar a detecção de câncer de mama. Três modelos foram desenvolvidos, com o modelo personalizado de 17 camadas apresentando a melhor precisão. Os resultados indicam que a fusão de modalidades pode aumentar a precisão diagnóstica, mas não se alinha aos critérios de inclusão que exigem foco exclusivo em mamografia.",include,"O estudo utiliza mamografia em combinação com ultrassom, mas ainda se concentra na aplicação de algoritmos de Deep Learning para mamografia, o que o torna relevante para a revisão. A exclusão foi exagerada."
2024,Deep learning combining mammography and ultrasound images to predict the malignancy of BI-RADS US 4A lesions in women with dense breasts: a diagnostic study.,"Yang Y, Zhong Y, Li J, Feng J, Gong C, Yu Y, Hu Y, Gu R, Wang H, Liu F, Mei J, Jiang X, Wang J, Yao Q, Wu W, Liu Q, Yao H",https://pubmed.ncbi.nlm.nih.gov/38348891/,"O estudo utiliza apenas Ultrassom e Mamografia, mas não atende ao critério de inclusão, pois não se concentra exclusivamente em mamografia para a detecção de câncer de mama.","O estudo avaliou um modelo de deep learning que combina imagens de ultrassom e mamografia para prever a malignidade de lesões classificadas como BI-RADS US 4A em mulheres com mamas densas. O modelo demonstrou um desempenho diagnóstico satisfatório, com AUC de 0,940 no grupo de teste. No entanto, a inclusão do ultrassom não se alinha com os critérios de seleção da revisão.",include,"O estudo utiliza mamografia em combinação com ultrassom, o que se alinha aos critérios de inclusão, pois a intervenção envolve algoritmos de Deep Learning aplicados a imagens de mamografia. A exclusão foi baseada em uma interpretação errônea dos critérios."
2024,BraNet: a mobil application for breast image classification based on deep learning algorithms.,"Jiménez-Gaona Y, Álvarez MJR, Castillo-Malla D, García-Jaen S, Carrión-Figueroa D, Corral-Domínguez P, Lakshminarayanan V",https://pubmed.ncbi.nlm.nih.gov/38693328/,"O estudo utiliza imagens de ultrassom (US) sem associação com mamografia, o que viola os critérios de inclusão.","O estudo desenvolve um aplicativo móvel chamado 'BraNet' para classificação de imagens mamárias usando algoritmos de deep learning. Embora o aplicativo tenha mostrado alta precisão na classificação de imagens de ultrassom, ele não inclui mamografia, o que é um critério essencial para inclusão. O estudo também discute a importância da variedade de anomalias nas imagens mamográficas.",uncertain,"Embora o estudo utilize imagens de ultrassom, ele também menciona a classificação de imagens de mamografia (DM), o que pode indicar que há uma associação com mamografia. A decisão de exclusão parece precipitada, pois o artigo pode ser relevante para a revisão."
2024,Breast density prediction from low and standard dose mammograms using deep learning: effect of image resolution and model training approach on prediction quality.,"Squires S, Harkness EF, Mackenzie A, Evans DG, Howell SJ, Astley SM",https://pubmed.ncbi.nlm.nih.gov/38701765/,"O estudo foca na predição da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","O estudo desenvolveu métodos de deep learning para estimar a densidade mamográfica a partir de mamografias de baixa dose. Foram testados diferentes métodos de extração de características e resoluções de imagem, mostrando que a qualidade das predições é alta e correlacionada com mamografias de dose padrão. No entanto, não aborda a detecção de câncer de mama.",uncertain,"Embora o foco principal do estudo seja a predição da densidade mamária, a densidade mamária é um fator de risco para câncer de mama. O artigo pode ser relevante para a revisão, pois utiliza deep learning em mamografias, mas não está claro se atende aos desfechos relevantes. A decisão de exclusão parece exagerada."
2024,Artificial Intelligence in Breast Imaging Daily Clinical Practice: Counterpoint-Proceed With Caution.,"Mullen LA, Ambinder EB",https://pubmed.ncbi.nlm.nih.gov/38534192/,"Falta de dados, pois o abstract não está disponível e não é possível avaliar se atende aos critérios de inclusão.",Não foi possível fornecer um resumo devido à ausência do abstract.,uncertain,"A falta de um abstract não é uma violação clara dos critérios de inclusão, pois o artigo pode conter informações relevantes no texto completo. A decisão de exclusão parece exagerada sem uma avaliação mais aprofundada do conteúdo do artigo."
2024,Study on the differential diagnosis of benign and malignant breast lesions using a deep learning model based on multimodal images.,"Du Y, Wang D, Liu M, Zhang X, Ren W, Sun J, Yin C, Yang S, Zhang L",https://pubmed.ncbi.nlm.nih.gov/38687933/,"O estudo utiliza imagens de Ressonância Magnética (MRI) além da mamografia, o que não atende aos critérios de inclusão.","O estudo desenvolveu um modelo multimodal para diferenciar lesões benignas e malignas da mama, utilizando mamografia e imagens de ressonância magnética. O modelo baseado em deep learning apresentou AUC de 0.943 para o modelo multimodal, mas não se destacou em comparação com os modelos de MRI. A pesquisa conclui que o modelo tem valor prático para o diagnóstico.",include,"Embora o estudo utilize Ressonância Magnética, ele também inclui mamografia e aplica um modelo de Deep Learning, o que o torna relevante para a revisão, pois atende aos critérios de inclusão relacionados ao uso de mamografia."
2024,BC-QNet: A quantum-infused ELM model for breast cancer diagnosis.,"Bilal A, Imran A, Liu X, Liu X, Ahmad Z, Shafiq M, El-Sherbeeny AM, Long H",https://pubmed.ncbi.nlm.nih.gov/38704900/,"O estudo utiliza um modelo de Extreme Learning Machine (ELM) que não se enquadra na definição de Deep Learning, além de não mencionar o uso de mamografia digital, apenas referindo-se ao MIAS dataset.","O estudo apresenta um modelo híbrido que combina Extreme Learning Machine com aprendizado por transferência para diagnóstico de câncer de mama, utilizando o conjunto de dados MIAS. Os resultados mostram alta acurácia e sensibilidade na classificação de diferentes tipos de câncer, mas não especifica o uso de mamografia digital.",include,"Embora o ELM não seja tradicionalmente classificado como Deep Learning, o estudo apresenta uma abordagem inovadora para a classificação de câncer de mama e menciona métricas de desempenho relevantes, o que justifica sua inclusão para análise mais aprofundada."
2024,An optimal fast fractal method for breast masses diagnosis using machine learning.,Beheshti SMA,https://pubmed.ncbi.nlm.nih.gov/39428132/,"O estudo utiliza métodos de classificação que não são baseados exclusivamente em Deep Learning, mas sim em SVM e GA, o que não atende ao critério de intervenção.","O artigo apresenta um método fractal rápido para classificar lesões cancerígenas em mamografias, focando na extração de informações ótimas para melhorar a precisão da classificação. Embora mencione Deep Learning, a abordagem principal não é baseada exclusivamente nessa tecnologia. A validação é feita com SVM, GA e DL, mas não se concentra em algoritmos de Deep Learning.",uncertain,"Embora o estudo utilize SVM e GA, ele também menciona o uso de Deep Learning, o que pode torná-lo relevante. A exclusão parece exagerada, pois não está claro se a contribuição do Deep Learning é suficiente para incluir o artigo."
2024,Automatic classification and prioritisation of actionable BI-RADS categories using natural language processing models.,"López-Úbeda P, Martín-Noguerol T, Luna A",https://pubmed.ncbi.nlm.nih.gov/37838546/,"O estudo utiliza apenas Ultrassom e não se concentra em mamografia como intervenção principal, violando o critério de inclusão.","O estudo desenvolveu um sistema baseado em processamento de linguagem natural (NLP) para classificar e priorizar categorias BI-RADS em relatórios de mamografia e ultrassom. Três modelos baseados em BERT foram treinados, alcançando acurácia de 74,29-77,5% na detecção de categorias BI-RADS. O sistema visa auxiliar radiologistas na avaliação de relatórios de radiologia mamária.",uncertain,"Embora o estudo utilize ultrassom, ele também inclui mamografia e se concentra em relatórios de mamografia, o que pode torná-lo relevante. A decisão de exclusão parece exagerada, pois a intervenção principal não é exclusivamente ultrassom."
2024,The features associated with mammography-occult MRI-detected newly diagnosed breast cancer analysed by comparing machine learning models with a logistic regression model.,"Yang W, Yang Y, Zhang N, Yin Q, Zhang C, Han J, Zhou X, Liu K",https://pubmed.ncbi.nlm.nih.gov/38512623/,"O estudo se concentra em câncer de mama detectado por ressonância magnética, sem foco na mamografia como intervenção principal, violando o critério de inclusão.","O estudo comparou modelos de aprendizado de máquina com regressão logística para identificar fatores associados ao câncer de mama oculto em mamografias, detectado por ressonância magnética. Incluiu 1957 lesões malignas de 1914 pacientes e avaliou a performance de diferentes modelos de ML, encontrando o modelo de rede neural artificial como o mais eficaz. Os resultados mostraram uma AUC de 0.912, com sensibilidade de 85.85% e especificidade de 84.18%.",include,"Embora o estudo se concentre na ressonância magnética, ele inclui mulheres que passaram por mamografia e compara modelos de aprendizado de máquina, o que pode ser relevante para a revisão, pois a mamografia é parte do processo diagnóstico."
2024,Peri-lesion regions in differentiating suspicious breast calcification-only lesions specifically on contrast enhanced mammography.,"Cao K, Gao F, Long R, Zhang FD, Huang CC, Cao M, Yu YZ, Sun YS",https://pubmed.ncbi.nlm.nih.gov/38306089/,"O estudo utiliza mamografia contrastada (CEM) e não menciona o uso de mamografia digital convencional, o que não atende aos critérios de inclusão.","O estudo explora o valor das regiões peri-calcificação na mamografia contrastada para diferenciar lesões suspeitas de calcificação. Modelos de machine learning foram utilizados para classificar as calcificações em grupos malignos e benignos, apresentando AUCs significativas. Os resultados indicam que a combinação com a leitura de radiologistas melhora a predição de malignidade.",include,"Embora o estudo utilize mamografia contrastada (CEM), ele ainda se enquadra nos critérios de inclusão, pois aborda o uso de algoritmos de machine learning em um contexto relevante para o diagnóstico de câncer de mama, o que pode ser considerado uma aplicação moderna da tecnologia."
2024,Technical feasibility of automated blur detection in digital mammography using convolutional neural network.,"Nowakowska S, Vescoli V, Schnitzler T, Ruppert C, Borkowski K, Boss A, Rossi C, Wein B, Ciritsis A",https://pubmed.ncbi.nlm.nih.gov/39556167/,"O estudo foca na detecção de desfoque em mamografias, não na detecção de câncer de mama, o que não atende ao critério de desfecho relevante.","O estudo desenvolveu um modelo para detecção automática de desfoque em mamografias digitais usando uma rede neural convolucional. Utilizando um conjunto de dados retrospectivo, o modelo alcançou uma AUROC de 0.808, indicando uma correlação significativa entre a presença de desfoque e a qualidade da imagem. O objetivo é melhorar a qualidade das mamografias e reduzir retakes, mas não aborda a detecção de câncer de mama.",include,"Embora o foco principal do estudo seja a detecção de desfoque, ele utiliza uma abordagem de Deep Learning em mamografias digitais, o que pode impactar indiretamente a detecção de câncer de mama ao melhorar a qualidade das imagens. Portanto, o artigo pode ser relevante para a revisão."
2024,A Multi-Task Learning Approach for Segmentation of Breast Arterial Calcifications in Screening Mammograms.,"Urooj A, Dapamede T, Patel B, Ayoub C, Arsanjani R, O'Neill WC, Trivedi H, Banerjee I",https://pubmed.ncbi.nlm.nih.gov/40417479/,"O estudo foca na segmentação de calcificações arteriais e não na detecção de câncer de mama, não atendendo ao critério de população.","O estudo propõe uma abordagem de aprendizado multitarefa para segmentação de calcificações arteriais em mamografias de rastreamento. A metodologia utiliza uma abordagem baseada em patches para melhorar a segmentação e valida o método em dados externos. Os resultados mostram desempenho de ponta em comparação com métodos existentes, mas não se concentra na detecção de câncer de mama.",uncertain,"Embora o estudo se concentre na segmentação de calcificações arteriais, ele utiliza mamografias de rastreamento, que são relevantes para a população de mulheres submetidas a rastreamento de câncer de mama. A relevância do estudo para a detecção de câncer de mama pode ser considerada, portanto, a exclusão não é clara."
2024,Comparison of Explainable Artificial Intelligence Model and Radiologist Review Performances to Detect Breast Cancer in 752 Patients.,"Oztekin, Pelin Seher, Katar, Oguzhan, Omma, Tulay, Erel, Serap, Tokur, Oguzhan, Avci, Derya, Aydogan, Murat, Yildirim, Ozal, Avci, Engin, Acharya, U Rajendra",https://dx.doi.org/10.1002/jum.16535,"O estudo utiliza apenas métodos de aprendizado de máquina clássicos (SVM, K-NN, etc.) e não menciona o uso de Deep Learning ou mamografia.","O estudo propõe um método de inteligência artificial para classificar lesões sólidas da mama como benignas ou malignas, utilizando um novo conjunto de dados. Vários classificadores foram testados, com o modelo XGBoost apresentando a melhor precisão. Os resultados foram comparados com diagnósticos de biópsia, mas não envolvem mamografia ou Deep Learning.",include,"Embora o estudo utilize métodos clássicos de aprendizado de máquina, ele aborda a detecção de câncer de mama e compara o desempenho de um modelo de IA com radiologistas, o que pode ser relevante para a revisão, especialmente se houver menção a mamografia ou outros métodos de imagem no texto completo."
2024,"Mammographic density assessment: comparison of radiologists, automated volumetric measurement, and artificial intelligence-based computer-assisted diagnosis.","Eom, Hye Joung, Cha, Joo Hee, Choi, Woo Jung, Cho, Su Min, Jin, Kiok, Kim, Hak Hee",https://dx.doi.org/10.1177/02841851241257794,"O estudo foca na avaliação da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes para a revisão.","O estudo avaliou a concordância entre radiologistas, um programa automatizado de medição volumétrica e um sistema de diagnóstico assistido por IA na categorização da densidade mamária. Foram analisadas 1015 mamografias digitais de mulheres asiáticas. Os resultados mostraram que a concordância entre radiologistas e o programa Volpara foi maior do que entre radiologistas e o sistema de IA.",include,"Embora o foco principal do estudo seja a avaliação da densidade mamária, ele utiliza um sistema de IA (AI-CAD) e envolve mulheres submetidas a mamografias, o que pode ser relevante para a detecção de câncer de mama, especialmente em relação à acurácia e comparação com radiologistas."
