rayyan_id,decisao,decisao_final_dc,concorda_dc,ano,titulo,autores,journal,doi,link,motivo,resumo_pt,criterios_violados,explicacao_dc
493959909,exclude,include,NÃO,2024,"Mammographic density assessment: comparison of radiologists, automated volumetric measurement, and artificial intelligence-based computer-assisted diagnosis.","Eom, Hye Joung, Cha, Joo Hee, Choi, Woo Jung, Cho, Su Min, Jin, Kiok, Kim, Hak Hee","Acta Radiol - Volume 65, Issue 7, pp. 708-715 - published 2024-06-01",10.1177/02841851241257794,https://dx.doi.org/10.1177/02841851241257794,"O estudo foca na avaliação da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes para a revisão.","O estudo avaliou a concordância entre radiologistas, um programa automatizado de medição volumétrica e um sistema de diagnóstico assistido por IA na categorização da densidade mamária. Foram analisadas 1015 mamografias digitais de mulheres asiáticas. Os resultados mostraram que a concordância entre radiologistas e o programa Volpara foi maior do que entre radiologistas e o sistema de IA.","[""Desfechos: não se concentra na detecção de câncer de mama""]","Embora o foco principal do estudo seja a avaliação da densidade mamária, ele utiliza um sistema de IA (AI-CAD) e envolve mulheres submetidas a mamografias, o que pode ser relevante para a detecção de câncer de mama, especialmente em relação à acurácia e comparação com radiologistas."
493959912,exclude,exclude,sim,2024,Segmentation-based BI-RADS ensemble classification of breast tumours in ultrasound images.,"Bobowicz, Maciej, Badocha, Mikolaj, Gwozdziewicz, Katarzyna, Rygusik, Marlena, Kalinowska, Paulina, Szurowska, Edyta, Dziubich, Tomasz","Int J Med Inform - Volume 189, Issue 0, pp. 105522-105522 - published 2024-06-01",10.1016/j.ijmedinf.2024.105522,https://dx.doi.org/10.1016/j.ijmedinf.2024.105522,"O estudo utiliza apenas imagens de ultrassom e não envolve mamografia, violando o critério de inclusão.","O estudo aborda a classificação automática de lesões mamárias em imagens de ultrassom usando métodos de segmentação e uma nova abordagem de classificação em ensemble. Os resultados mostraram alta acurácia e desempenho em classificações binárias e BI-RADS. No entanto, o foco em ultrassom exclui a inclusão na revisão sobre mamografia.","[""Outras Modalidades: Estudo que usa apenas Ultrassom sem mamografia associada.""]","A exclusão está correta, pois o estudo utiliza apenas imagens de ultrassom, o que viola claramente os critérios de inclusão que exigem o uso de mamografia."
493959914,exclude,exclude,sim,2024,Enhancing Breast Cancer Diagnosis: A Nomogram Model Integrating AI Ultrasound and Clinical Factors.,"Yu, Zi-Han, Hong, Yu-Ting, Chou, Chen-Pin","Ultrasound Med Biol - Volume 50, Issue 9, pp. 1372-1380 - published 2024-06-01",10.1016/j.ultrasmedbio.2024.05.012,https://dx.doi.org/10.1016/j.ultrasmedbio.2024.05.012,"O estudo utiliza apenas ultrassom para a detecção de massas mamárias, sem incluir mamografia.","O estudo apresenta um modelo de nomograma que integra inteligência artificial e fatores clínicos para prever massas mamárias benignas e malignas usando ultrassom. A análise foi realizada em 340 massas mamárias, e o nomograma que incorpora dados clínicos superou o modelo baseado apenas em IA. Os resultados mostraram AUCs significativamente mais altos para o nomograma clínico em comparação ao modelo AI-nomograma.","[""Outras Modalidades: estudo que usa apenas ultrassom sem mamografia associada.""]","A exclusão está correta, pois o estudo utiliza apenas ultrassom para a detecção de massas mamárias, sem incluir mamografia, o que viola claramente os critérios de inclusão da revisão."
493959919,exclude,exclude,sim,2024,"Artificial intelligence-based, semi-automated segmentation for the extraction of ultrasound-derived radiomics features in breast cancer: a prospective multicenter study.","Bartolotta, Tommaso Vincenzo, Militello, Carmelo, Prinzi, Francesco, Ferraro, Fabiola, Rundo, Leonardo, Zarcaro, Calogero, Dimarco, Mariangela, Orlando, Alessia Angela Maria, Matranga, Domenica, Vitabile, Salvatore","Radiol Med - Volume 129, Issue 7, pp. 977-988 - published 2024-05-01",10.1007/s11547-024-01826-7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11252191,"O estudo utiliza apenas Ultrassom para a segmentação e não envolve mamografia, violando o critério de inclusão.","O estudo investiga a viabilidade de uma segmentação semi-automática baseada em IA para a extração de características radiômicas derivadas de ultrassom em lesões mamárias focais. A segmentação foi validada em um coorte externa, mostrando resultados de sensibilidade e especificidade. No entanto, o foco em ultrassom exclui o artigo da revisão.","[""Outras Modalidades: estudo utiliza apenas Ultrassom sem mamografia associada.""]","A exclusão está correta, pois o estudo utiliza apenas Ultrassom para a segmentação, sem envolver mamografia, o que viola claramente os critérios de inclusão da revisão."
493959929,exclude,exclude,sim,2024,Artificial intelligence for ultrasound microflow imaging in breast cancer diagnosis.,"Eun, Na Lae, Lee, Eunjung, Park, Ah Young, Son, Eun Ju, Kim, Jeong-Ah, Youk, Ji Hyun","Ultraschall Med - Volume 45, Issue 4, pp. 412-417 - published 2024-04-01",10.1055/a-2230-2455,https://dx.doi.org/10.1055/a-2230-2455,"O estudo utiliza apenas Ultrassom (US) e não envolve mamografia, violando o critério de inclusão.","O estudo desenvolveu e avaliou algoritmos de inteligência artificial para imagem de microfluxo por ultrassom no diagnóstico de câncer de mama. Foram coletados dados de 516 lesões mamárias, e os algoritmos mostraram desempenho superior ao ultrassom convencional. A combinação de ultrassom e IA reduziu significativamente a taxa de falsos positivos.","[""Outras Modalidades: estudo apenas de Ultrassom sem mamografia""]","A exclusão está correta, pois o estudo se concentra exclusivamente em Ultrassom e não envolve mamografia, o que viola claramente os critérios de inclusão da revisão."
493959934,exclude,include,NÃO,2024,Use of a commercial artificial intelligence-based mammography analysis software for improving breast ultrasound interpretations.,"Kim, Hee Jeong, Kim, Hak Hee, Kim, Ki Hwan, Lee, Ji Sung, Choi, Woo Jung, Chae, Eun Young, Shin, Hee Jung, Cha, Joo Hee, Shim, Woo Hyun","Eur Radiol - Volume 34, Issue 10, pp. 6320-6331 - published 2024-04-01",10.1007/s00330-024-10718-3,https://dx.doi.org/10.1007/s00330-024-10718-3,"O estudo avalia um software de análise de mamografia para melhorar interpretações de ultrassom, sem foco direto na mamografia como intervenção principal.","O estudo avaliou um software de inteligência artificial comercial para melhorar as interpretações de lesões detectadas por ultrassom em mamografias. Embora tenha utilizado mamografia, o foco principal foi na interpretação de ultrassom, o que não atende aos critérios de inclusão. O software apresentou uma área sob a curva de 0,79 na diferenciação entre casos benignos e câncer.","[""Outras Modalidades: foco em ultrassom sem mamografia como intervenção principal""]","Embora o estudo tenha um foco em ultrassom, ele utiliza um software de análise de mamografia como intervenção principal, o que o torna relevante para a revisão, já que a mamografia é parte do processo de diagnóstico avaliado."
493959937,exclude,exclude,sim,2024,Evaluating ChatGPT's accuracy in providing screening mammography recommendations among older women: Artificial Intelligence and cancer communication.,"Braithwaite, Dejana, Karanth, Shama D, Divaker, Joel, Shoenborn, Nancy, Lin, Kenneth, Richman, Ilana, Hochhegger, Bruno, O'Neill, Suzanne, Schonberg, Mara","J Am Geriatr Soc - Volume 72, Issue 7, pp. 2237-2240 - published 2024-03-01",10.1111/jgs.18854,https://dx.doi.org/10.1111/jgs.18854,"O artigo não apresenta dados sobre a aplicação de algoritmos de Deep Learning em mamografia, focando apenas em recomendações de rastreamento sem análise de imagens.","O estudo avalia a precisão do ChatGPT em fornecer recomendações de mamografia para mulheres idosas, mas não envolve o uso de algoritmos de Deep Learning aplicados a imagens de mamografia.","[""Falta de Dados""]","A decisão de exclusão está correta, pois o artigo não aborda a aplicação de algoritmos de Deep Learning em imagens de mamografia, conforme os critérios de inclusão da revisão."
493959952,exclude,exclude,sim,2024,BUS-BRA: A breast ultrasound dataset for assessing computer-aided diagnosis systems.,"Gómez-Flores, Wilfrido, Gregorio-Calas, Maria Julia, Coelho de Albuquerque Pereira, Wagner","Med Phys - Volume 51, Issue 4, pp. 3110-3123 - published 2024-01-01",10.1002/mp.16812,https://dx.doi.org/10.1002/mp.16812,"O estudo se concentra exclusivamente em ultrassom mamário e não menciona mamografia, violando o critério de inclusão.","O estudo apresenta um conjunto de dados de ultrassom mamário (BUS) para avaliação de sistemas de diagnóstico auxiliado por computador. O conjunto inclui imagens anotadas de lesões e categorias BI-RADS, mas não aborda mamografia. O foco é na segmentação e classificação de lesões em ultrassom, não em mamografia.","[""Outras Modalidades: Estudo que usa apenas Ultrassom sem mamografia associada.""]","A exclusão está correta, pois o estudo se concentra exclusivamente em ultrassom mamário, sem qualquer menção a mamografia, o que viola claramente os critérios de inclusão."
493959954,exclude,exclude,sim,2024,AI in breast cancer screening: a critical overview of what we know.,"Raya-Povedano, José Luis","Eur Radiol - Volume 34, Issue 7, pp. 4774-4775 - published 2024-01-01",10.1007/s00330-023-10530-5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11213721,"O artigo é uma revisão crítica e não apresenta dados primários ou métricas de performance, não se encaixando nos critérios de inclusão.","O artigo é uma revisão crítica sobre o uso de IA na triagem do câncer de mama, mas não fornece dados originais ou métricas de desempenho.","[""Tipo de publicação: revisão de literatura""]","A decisão de exclusão está correta, pois o artigo é uma revisão de literatura, que não se encaixa nos critérios de inclusão para análise de dados primários."
493959960,exclude,exclude,sim,2024,Artificial Intelligence in BI-RADS Categorization of Breast Lesions on Ultrasound: Can We Omit Excessive Follow-ups and Biopsies?,"Guldogan, Nilgun, Taskin, Fusun, Icten, Gul Esen, Yilmaz, Ebru, Turk, Ebru Banu, Erdemli, Servet, Parlakkilic, Ulku Tuba, Turkoglu, Ozlem, Aribal, Erkin","Acad Radiol - Volume 31, Issue 6, pp. 2194-2202 - published 2024-01-01",10.1016/j.acra.2023.11.031,https://dx.doi.org/10.1016/j.acra.2023.11.031,"O estudo utiliza apenas ultrassonografia e não envolve mamografia, violando o critério de inclusão.","O estudo avaliou o desempenho de um sistema de IA na categorização BI-RADS de lesões mamárias detectadas por ultrassonografia. Foram analisadas 715 massas em 530 pacientes, com resultados mostrando que a IA pode ajudar a reduzir biópsias desnecessárias e seguimentos excessivos. No entanto, o foco em ultrassonografia exclui o artigo da revisão.","[""Outras Modalidades: estudo apenas de ultrassonografia sem mamografia associada""]","A exclusão está correta, pois o estudo se concentra exclusivamente em ultrassonografia, sem envolver mamografia, o que viola claramente os critérios de inclusão da revisão."
493959962,exclude,exclude,sim,2024,Diagnostic Performance of Artificial Intelligence-Based Computer-Aided Detection Software for Automated Breast Ultrasound.,"Kwon, Mi-Ri, Youn, Inyoung, Lee, Mi Yeon, Lee, Hyun-Ah","Acad Radiol - Volume 31, Issue 2, pp. 480-491 - published 2024-01-01",10.1016/j.acra.2023.09.013,https://dx.doi.org/10.1016/j.acra.2023.09.013,"O estudo utiliza apenas Ultrassom Automatizado (ABUS) e não envolve mamografia, violando o critério de inclusão.","O estudo avaliou o desempenho diagnóstico de software de detecção assistida por computador baseado em IA em ultrassons automatizados de mama. Foram analisadas 262 lesões, e o desempenho dos radiologistas melhorou significativamente com a ajuda da IA. No entanto, o estudo não envolve mamografia, o que o exclui da revisão.","[""Estudos que usem apenas Ultrassom sem mamografia associada.""]","A exclusão está correta, pois o estudo se concentra exclusivamente em Ultrassom Automatizado (ABUS) e não envolve mamografia, violando claramente os critérios de inclusão da revisão."
493959965,exclude,exclude,sim,2024,Editorial Comment: Artificial Intelligence May Help Define Screening Strategies in Patients With Dense Breasts.,"Butler, Reni S","AJR Am J Roentgenol - Volume 222, Issue 1, pp. e2330042-e2330042 - published 2024-01-01",10.2214/AJR.23.30042,https://dx.doi.org/10.2214/AJR.23.30042,O artigo é um editorial e não apresenta dados primários ou pesquisa original.,"O artigo é um comentário editorial sobre o papel da inteligência artificial na definição de estratégias de rastreamento em pacientes com mamas densas, mas não contém dados de pesquisa.","[""Tipo de Publicação: editorial""]","A decisão de exclusão está correta, pois o artigo é um editorial, que não se encaixa nos critérios de inclusão que requerem dados primários ou pesquisa original."
493959966,exclude,include,NÃO,2024,Integrating AI into Clinical Workflows: A Simulation Study on Implementing AI-aided Same-day Diagnostic Testing Following an Abnormal Screening Mammogram.,"Lin, Yannan, Hoyt, Anne C, Manuel, Vladimir G, Inkelas, Moira, Maehara, Cleo K, Ayvaci, Mehmet Ulvi Saygi, Ahsen, Mehmet Eren, Hsu, William","AMIA Annu Symp Proc - Volume 2024, Issue 0, pp. 713-722 - published 2024-01-01",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12099379,"O estudo não apresenta dados sobre o uso de algoritmos de Deep Learning aplicados a mamografias, focando apenas na integração de IA em fluxos de trabalho clínicos.","O estudo propõe um trabalho de diagnóstico assistido por IA para reduzir taxas de recall após mamografias de triagem anormais. Utilizando simulação discreta, os autores analisaram o impacto na carga de trabalho e custos, mas não forneceram métricas de desempenho específicas relacionadas a algoritmos de Deep Learning.","[""Falta de Dados: não descreve a arquitetura da IA ou fornece métricas de performance""]","Embora o estudo não forneça métricas de performance específicas, ele aborda a aplicação de IA em mamografias, o que pode ser relevante para a revisão. A exclusão parece exagerada, pois a pesquisa pode contribuir para a compreensão da integração da IA em diagnósticos de câncer de mama."
493927598,exclude,exclude,sim,2023,Artificial Intelligence in Breast X-Ray Imaging.,"Vedantham S, Shazeeb MS, Chiang A, Vijayaraghavan GR","Seminars in ultrasound, CT, and MR - Volume 44, Issue 1, pp. 2-7 - published 2023-02-01",10.1053/j.sult.2022.12.002,https://pubmed.ncbi.nlm.nih.gov/36792270/,O artigo é uma revisão e não apresenta dados primários ou métricas de performance específicas sobre o uso de IA em mamografia.,"Este artigo é uma revisão sobre as aplicações da inteligência artificial na imagem de raios-X da mama, discutindo seu potencial para estimar risco de câncer e auxiliar na detecção. Embora mencione a mamografia, não apresenta dados de estudos específicos ou métricas de desempenho.","[""Tipo de publicação: revisão de literatura""]","O artigo é uma revisão de literatura, o que está claramente alinhado com os critérios de exclusão, pois não apresenta dados primários ou métricas de performance específicas."
493927679,exclude,exclude,sim,2023,Deep learning for differentiating benign from malignant tumors on breast-specific gamma image.,"Yu X, Dong M, Yang D, Wang L, Wang H, Ma L","Technology and health care : official journal of the European Society for           Engineering and Medicine - Volume 31, Issue 0, pp. 61-67 - published 2023-01-01",10.3233/THC-236007,https://pubmed.ncbi.nlm.nih.gov/37038782/,"O estudo utiliza imagens de gamma específicas para mama (BSGI), que não é uma modalidade de mamografia.","O estudo investiga o uso de um modelo de deep learning para diferenciar tumores benignos de malignos utilizando imagens de gamma específicas para mama. O modelo baseado na rede neural convolucional ResNet18 apresentou alta acurácia, sensibilidade e especificidade. Os resultados sugerem que a metodologia pode auxiliar no diagnóstico rápido e confiável de tumores mamários.","[""Outras Modalidades: utiliza BSGI em vez de mamografia""]","A exclusão está correta, pois o estudo utiliza uma modalidade de imagem (BSGI) que não se enquadra nos critérios de inclusão que especificam o uso de mamografia digital, tomossíntese ou mamografia espectral."
493927747,exclude,include,NÃO,2023,The effect of variable labels on deep learning models trained to predict breast density.,"Squires S, Harkness EF, Evans DG, Astley SM","Biomedical physics & engineering express - Volume 9, Issue 3, pp.  - published 2023-04-19",10.1088/2057-1976/accaea,https://pubmed.ncbi.nlm.nih.gov/37023727/,"O estudo foca na predição da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","O estudo investiga como a variabilidade nas etiquetas de densidade mamária afeta o desempenho de modelos de deep learning. Utilizando imagens de mamografia, os autores treinam modelos para avaliar a relação entre a variabilidade das etiquetas e a predição de densidade. Os resultados mostram que a variabilidade das etiquetas impacta significativamente a predição de densidade, mas não a representação do modelo.","[""desfechos não atendidos""]","Embora o foco principal do estudo seja a predição da densidade mamária, a densidade mamária está diretamente relacionada ao risco de câncer de mama, o que pode ser considerado relevante para a detecção de câncer. Portanto, o estudo pode contribuir para a compreensão do impacto da densidade na detecção de câncer, justificando sua inclusão."
493927811,exclude,include,NÃO,2023,Automatic mammographic breast density classification in Chinese women: clinical validation of a deep learning model.,"Lin X, Wu S, Li L, Ouyang R, Ma J, Yi C, Tang Y","Acta radiologica (Stockholm, Sweden : 1987) - Volume 64, Issue 5, pp. 1823-1830 - published 2023-05-01",10.1177/02841851231152097,https://pubmed.ncbi.nlm.nih.gov/36683330/,"O estudo foca na classificação da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","O estudo valida um modelo de deep learning para classificação da densidade mamária em mulheres chinesas. Foram analisados 3732 casos de mamografia, mostrando alta precisão e aceitação clínica do modelo. O estudo destaca a melhoria na consistência entre radiologistas após a implementação do modelo.","[""Desfechos: não aborda detecção de câncer de mama""]","Embora o foco principal do estudo seja a classificação da densidade mamária, ele utiliza um modelo de Deep Learning e reporta métricas de acurácia, que são relevantes para a detecção de câncer de mama, atendendo assim aos critérios de inclusão."
493927907,exclude,exclude,sim,2023,Ambiguity-aware breast tumor cellularity estimation via self-ensemble label distribution learning.,"Li X, Liang X, Luo G, Wang W, Wang K, Li S","Medical image analysis - Volume 90, Issue , pp. 102944 - published 2023-12-01",10.1016/j.media.2023.102944,https://pubmed.ncbi.nlm.nih.gov/37708709/,O estudo foca na estimativa de celularidade tumoral e não menciona a aplicação de mamografia ou qualquer técnica de imagem relacionada à detecção de câncer de mama.,"Este estudo propõe um novo framework para a estimativa de celularidade tumoral em câncer de mama, utilizando aprendizado de distribuição de rótulos. Os resultados experimentais mostram que o método proposto supera as abordagens existentes, mas não aborda diretamente a mamografia.","[""População não inclui mamografia""]","O estudo se concentra na estimativa de celularidade tumoral e não aborda mamografia ou técnicas de imagem relacionadas, violando claramente os critérios de inclusão da revisão."
493927946,exclude,uncertain,NÃO,2023,dm-GAN: Distributed multi-latent code inversion enhanced GAN for fast and accurate breast X-ray image automatic generation.,"Jiao J, Xiao X, Li Z","Mathematical biosciences and engineering : MBE - Volume 20, Issue 11, pp. 19485-19503 - published 2023-10-23",10.3934/mbe.2023863,https://pubmed.ncbi.nlm.nih.gov/38052611/,"O estudo se concentra na geração automática de imagens de mama usando GANs, sem aplicar a tecnologia a mamografias para detecção de câncer de mama.","O estudo apresenta um método de rede adversarial generativa (dm-GAN) para a geração automática de imagens de mama. O foco está na melhoria da precisão e velocidade na geração de imagens, mas não aborda a detecção de câncer de mama em mamografias. Os resultados mostram melhorias em métricas de qualidade de imagem.","[""População não atendida (não se concentra em mamografias para detecção de câncer)""]","Embora o estudo se concentre na geração de imagens, ele pode ser relevante para a pesquisa em mamografias, pois utiliza GANs, que são uma tecnologia de Deep Learning. A exclusão parece exagerada, pois o artigo pode contribuir para o campo, mesmo que não se concentre diretamente na detecção de câncer."
493959971,exclude,uncertain,NÃO,2023,"Advances in breast cancer risk modeling: integrating clinics, imaging, pathology and artificial intelligence for personalized risk assessment.","Pesapane, Filippo, Battaglia, Ottavia, Pellegrino, Giuseppe, Mangione, Elisa, Petitto, Salvatore, Fiol Manna, Eliza Del, Cazzaniga, Laura, Nicosia, Luca, Lazzeroni, Matteo, Corso, Giovanni, Fusco, Nicola, Cassano, Enrico","Future Oncol - Volume 19, Issue 38, pp. 2547-2564 - published 2023-12-01",10.2217/fon-2023-0365,https://dx.doi.org/10.2217/fon-2023-0365,"O artigo discute modelos de risco de câncer de mama, mas não apresenta um estudo específico com dados de desempenho de IA aplicada a mamografias.","O artigo aborda modelos de risco para câncer de mama, integrando dados clínicos, de imagem, patológicos e inteligência artificial. Discute a importância da densidade mamográfica e novas técnicas de imagem, mas não apresenta métricas de desempenho de IA em mamografias. A abordagem multidisciplinar é destacada para melhorar a detecção precoce.","[""Falta de Dados""]","Embora o artigo discuta modelos de risco, ele menciona a integração da IA em mamografias, o que pode ser relevante. A falta de dados específicos de desempenho não é clara o suficiente para justificar a exclusão, pois o artigo pode ainda fornecer insights valiosos sobre a aplicação da IA."
493959982,exclude,exclude,sim,2023,Cost-effectiveness requirements for implementing artificial intelligence technology in the Women's UK Breast Cancer Screening service.,"Vargas-Palacios, Armando, Sharma, Nisha, Sagoo, Gurdeep S","Nat Commun - Volume 14, Issue 1, pp. 6110-6110 - published 2023-09-01",10.1038/s41467-023-41754-0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10542368,"O estudo não apresenta dados sobre a arquitetura da IA ou métricas de performance específicas, focando apenas na viabilidade econômica da implementação.","O estudo avalia a viabilidade econômica da implementação de tecnologia de inteligência artificial como segundo leitor em mamografias no programa de rastreamento do NHS no Reino Unido. Embora a IA tenha mostrado ser não inferior aos leitores humanos, o artigo não fornece métricas de desempenho específicas. Os resultados sugerem que a IA pode ser uma alternativa viável e custo-efetiva.","[""Falta de Dados""]","A exclusão está correta, pois o estudo não fornece dados sobre a arquitetura da IA ou métricas de performance, focando apenas na viabilidade econômica, o que viola os critérios de inclusão."
493959983,exclude,exclude,sim,2023,Artificial intelligence for breast cancer screening: breathtaking results and a word of caution.,"Segnan, Nereo, Ponti, Antonio","Lancet Oncol - Volume 24, Issue 8, pp. 830-832 - published 2023-08-01",10.1016/S1470-2045(23)00336-4,https://dx.doi.org/10.1016/S1470-2045(23)00336-4,O artigo é um editorial e não apresenta dados primários ou resultados de um estudo original.,"O artigo discute a inteligência artificial na triagem do câncer de mama, mas não fornece dados de pesquisa ou resultados de um estudo.","[""Tipo de Publicação: editorial""]","A decisão de exclusão está correta, pois o artigo é um editorial e não apresenta dados primários ou resultados de um estudo original, conforme os critérios de exclusão."
493959990,exclude,exclude,sim,2023,A role for breast ultrasound Artificial Intelligence decision support in the evaluation of small invasive lobular carcinomas.,"Amir, Tali, Coffey, Kristen, Sevilimedu, Varadan, Fardanesh, Reza, Mango, Victoria L","Clin Imaging - Volume 101, Issue 0, pp. 77-85 - published 2023-06-01",10.1016/j.clinimag.2023.05.005,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10860082,"O estudo utiliza apenas Ultrassom para avaliação, sem envolver mamografia.","O estudo avaliou o desempenho de um sistema de suporte à decisão baseado em IA na avaliação de carcinomas lobulares invasivos (ILC) por ultrassom. A IA apresentou 100% de sensibilidade na identificação de ILCs, mas não envolve mamografia, que é um critério essencial para inclusão. Os resultados sugerem que a IA pode aumentar a confiança dos radiologistas na avaliação de lesões menores.","[""Outras Modalidades: Estudo que usa apenas Ultrassom sem mamografia associada.""]","A exclusão está correta, pois o estudo utiliza apenas Ultrassom para avaliação, o que viola claramente os critérios de inclusão que exigem o uso de mamografia."
493959994,exclude,exclude,sim,2023,Excluding specificity from research and development priorities is delaying the AI adoption in breast cancer screening.,"Giorgi Rossi, Paolo","Eur Radiol - Volume 33, Issue 7, pp. 4597-4599 - published 2023-05-01",10.1007/s00330-023-09733-7,https://dx.doi.org/10.1007/s00330-023-09733-7,O artigo é um editorial e não apresenta dados primários ou pesquisa original sobre o uso de Deep Learning em mamografia.,"O artigo discute a importância da especificidade nas prioridades de pesquisa e desenvolvimento para a adoção de IA na triagem do câncer de mama, mas não apresenta um estudo original.","[""Tipo de Publicação: editorial""]","O artigo é classificado como editorial, o que está claramente alinhado com os critérios de exclusão, pois não apresenta dados primários ou pesquisa original."
493959995,exclude,exclude,sim,2023,Toward AI-supported US Triage of Women with Palpable Breast Lumps in a Low-Resource Setting.,"Berg, Wendie A, López Aldrete, Ana-Lilia, Jairaj, Ajit, Ledesma Parea, Juan Carlos, García, Claudia Yolanda, McClennan, R Chad, Cen, Steven Yong, Larsen, Linda H, de Lara, M Teresa Soler, Love, Susan","Radiology - Volume 307, Issue 4, pp. e223351-e223351 - published 2023-05-01",10.1148/radiol.223351,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10323289,"O estudo utiliza apenas Ultrassom para triagem de massas palpáveis, sem envolver mamografia.","O estudo demonstra que um software de inteligência artificial aplicado a imagens de ultrassom de mama pode classificar massas palpáveis em um ambiente de baixo recurso. A pesquisa incluiu 300 mulheres e avaliou a sensibilidade, especificidade e AUC, mostrando que a IA identificou corretamente a maioria dos casos de câncer. No entanto, não envolve mamografia, que é um critério essencial para inclusão.","[""Outras Modalidades: estudo apenas de Ultrassom sem mamografia""]","A exclusão está correta, pois o estudo utiliza apenas Ultrassom para triagem, sem envolver mamografia, o que viola claramente os critérios de inclusão da revisão."
493959997,exclude,exclude,sim,2023,Screening outcome for interpretation by the first and second reader in a population-based mammographic screening program with independent double reading.,"Hovda, Tone, Sagstad, Silje, Larsen, Marthe, Chen, Yan, Hofvind, Solveig","Acta Radiol - Volume 64, Issue 8, pp. 2371-2378 - published 2023-05-01",10.1177/02841851231176272,https://dx.doi.org/10.1177/02841851231176272,"O estudo não envolve o uso de algoritmos de Deep Learning, focando apenas na comparação entre leitores humanos de mamografias.","O estudo analisou os resultados da leitura dupla de mamografias em um programa de rastreamento populacional, comparando as taxas de detecção de câncer entre o primeiro e o segundo leitor. Os dados foram coletados de mais de 800 mil mulheres, mas não houve uso de inteligência artificial ou deep learning. As diferenças nas taxas de interpretação foram consideradas clinicamente irrelevantes.","[""Falta de uso de Deep Learning""]","A exclusão está correta, pois o estudo não envolve o uso de algoritmos de Deep Learning, conforme os critérios de inclusão da revisão."
493960004,exclude,exclude,sim,2023,The Clinical Application of Artificial Intelligence Assisted Contrast-Enhanced Ultrasound on BI-RADS Category 4 Breast Lesions.,"Wang, Yuqun, Xu, Zhou, Tang, Lei, Zhang, Qi, Chen, Man","Acad Radiol - Volume 30, Issue 0, pp. S104-S113 - published 2023-04-01",10.1016/j.acra.2023.03.005,https://dx.doi.org/10.1016/j.acra.2023.03.005,"O estudo utiliza apenas Ultrassom e não envolve mamografia, violando o critério de inclusão.","O estudo propõe um novo método de deep learning para reduzir falsos positivos em lesões da categoria BI-RADS 4 usando ultrassom contrastado e convencional. Avaliou o desempenho do modelo em comparação com especialistas em ultrassom, mostrando uma AUC de 0.910. Os resultados indicam que o modelo pode ser útil clinicamente para minimizar biópsias desnecessárias.","[""Outras Modalidades: apenas Ultrassom sem mamografia""]","A exclusão está correta, pois o estudo utiliza apenas ultrassom e não envolve mamografia, conforme os critérios de exclusão estabelecidos."
493960007,exclude,exclude,sim,2023,Long-Term Performance of an Image-Based Short-Term Risk Model for Breast Cancer.,"Eriksson, Mikael, Czene, Kamila, Vachon, Celine, Conant, Emily F, Hall, Per","J Clin Oncol - Volume 41, Issue 14, pp. 2536-2545 - published 2023-03-01",10.1200/JCO.22.01564,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414699,"O estudo não utiliza algoritmos de Deep Learning, mas sim um modelo de risco baseado em características mamográficas, o que não se enquadra nos critérios de inclusão.","O estudo avaliou um modelo de risco baseado em imagem para câncer de mama, comparando sua performance a um modelo tradicional. Foram analisadas 8.604 mulheres em um coorte de rastreamento mamográfico, e o modelo baseado em imagem apresentou AUCs superiores ao modelo Tyrer-Cuzick. O estudo conclui que o modelo de risco baseado em imagem pode identificar mulheres que se beneficiariam de triagens adicionais.","[""Uso de tecnologia não baseada em Deep Learning""]","A exclusão está correta, pois o estudo não utiliza algoritmos de Deep Learning, mas sim um modelo de risco baseado em características mamográficas, o que viola claramente os critérios de inclusão."
493960015,exclude,exclude,sim,2023,"Artificial intelligence for digital breast tomosynthesis: Impact on diagnostic performance, reading times, and workload in the era of personalized screening.","Magni, Veronica, Cozzi, Andrea, Schiaffino, Simone, Colarieti, Anna, Sardanelli, Francesco","Eur J Radiol - Volume 158, Issue 0, pp. 110631-110631 - published 2023-01-01",10.1016/j.ejrad.2022.110631,https://dx.doi.org/10.1016/j.ejrad.2022.110631,O artigo é uma revisão e não apresenta dados primários ou resultados de um estudo original.,"O artigo discute a aplicação da inteligência artificial na tomossíntese digital de mama, destacando melhorias na performance diagnóstica e redução de tempos de leitura. Embora mencione resultados de estudos, trata-se de uma revisão que não fornece dados primários ou métricas de performance específicas.","[""Tipo de publicação: revisão de literatura""]","O artigo é uma revisão de literatura e não apresenta dados primários, o que está em conformidade com os critérios de exclusão estabelecidos."
