ano,titulo,autores,link,motivo,resumo_pt,veredito_dc,explicacao_dc
2025,Commercial Artificial Intelligence Versus Radiologists: NPV and Recall Rate in Large Population-Based Digital Mammography and Tomosynthesis Screening Mammography Cohorts.,"Chen IE, Joines MM, Capiro N, Dawar R, Sears C, Sayre J, Chalfant J, Fischer C, Hoyt AC, Hsu W, Milch HS",https://pubmed.ncbi.nlm.nih.gov/40899676/,"O estudo compara o desempenho de um sistema de IA em mamografias digitais e tomossíntese com radiologistas, reportando métricas de performance como sensibilidade e NPV.","Este estudo avaliou o desempenho de um sistema de inteligência artificial em mamografias digitais e tomossíntese, comparando-o com radiologistas. Os resultados mostraram que a IA teve alta NPV, mas taxas de recall mais altas que os radiologistas. O estudo sugere que a IA pode ajudar na eficiência do fluxo de trabalho dos radiologistas, embora haja necessidade de estratégias para lidar com resultados falso-positivos.",,
2025,Impact of Downsampling Size and Interpretation Methods on Diagnostic Accuracy in Deep Learning Model for Breast Cancer Using Digital Breast Tomosynthesis Images.,"Inamori R, Kaneno T, Oba K, Takaya E, Hirahara D, Kobayashi T, Kawaguchi K, Adachi M, Shimokawa D, Takahashi K, Tsunoda H, Ueda T",https://pubmed.ncbi.nlm.nih.gov/39048348/,"O estudo investiga o uso de modelos de Deep Learning aplicados a imagens de Tomossíntese Digital (DBT) para diagnóstico de câncer de mama, reportando métricas de acurácia (AUC).","Este estudo avaliou o impacto do tamanho de downsampling e métodos de interpolação na acurácia diagnóstica de modelos de Deep Learning usando imagens de tomossíntese digital. Foram incluídos 499 pacientes, e os resultados mostraram que diferentes tamanhos de downsampling e métodos de interpolação afetaram significativamente a acurácia dos modelos, evidenciando a importância da otimização dos passos de pré-processamento.",,
2025,Multi-scale region selection network in deep features for full-field mammogram classification.,"Sun L, Han B, Jiang W, Liu W, Liu B, Tao D, Yu Z, Li C",https://pubmed.ncbi.nlm.nih.gov/39615148/,"O estudo utiliza uma rede de seleção de regiões em múltiplas escalas com deep learning para classificar mamografias, reportando desempenho em datasets públicos e privados, o que atende aos critérios de inclusão.","O estudo propõe uma rede de seleção de regiões em múltiplas escalas (MRSN) para classificar mamografias sem a necessidade de anotações de ROI. A MRSN filtra informações de características e se concentra nas regiões tumorais, demonstrando desempenho avançado em dois conjuntos de dados públicos e um privado.",,
2025,Clinical Application of AI in Mammography: Insights from a Prospective Study.,"Yilmaz E, Seker ME, Guldogan N, Turk EB, Erdemli S, Koyluoglu YO, Sancak SN, Aribal E",https://pubmed.ncbi.nlm.nih.gov/40461327/,"O estudo avalia o desempenho de IA em mamografia, comparando com radiologistas e reportando métricas de performance como AUC, o que atende aos critérios de inclusão.","Este estudo prospectivo avaliou a eficácia da IA em um ambiente clínico de diagnóstico, comparando-a com radiologistas de diferentes níveis de experiência. Foram analisadas 2126 imagens de mamografia de 1063 mulheres, resultando em uma AUC de 94,4% para a IA. Os resultados indicam que a IA pode ser uma ferramenta eficaz na detecção de câncer de mama.",,
2025,Utilizing Pseudo Color Image to Improve the Performance of Deep Transfer Learning-Based Computer-Aided Diagnosis Schemes in Breast Mass Classification.,"Jones MA, Zhang K, Faiz R, Islam W, Jo J, Zheng B, Qiu Y",https://pubmed.ncbi.nlm.nih.gov/39455542/,"O estudo utiliza deep learning em mamografias digitais para classificar lesões suspeitas, reportando métricas de performance como AUC e acurácia.","Este estudo investiga o impacto da geração de imagens pseudo coloridas na classificação de lesões mamárias suspeitas usando deep learning. Foram coletados 830 casos de câncer de mama, e os resultados mostraram que as imagens com contornos segmentados melhoraram significativamente a performance do modelo, alcançando uma AUC de 0.889 e uma acurácia de 0.816.",,
2025,Invasion prediction with artificial intelligence in ductal carcinoma in situ (DCIS) patients: a proof-of-concept study.,"Gundogdu A, Wetherilt CS, Alpar A, Abdullah S, Yilmaz OC, Celik L",https://pubmed.ncbi.nlm.nih.gov/41121162/,"O estudo envolve mulheres com carcinoma ductal in situ e utiliza um sistema de IA baseado em Deep Learning para análise de mamografia, reportando métricas de performance relevantes.","Este estudo avaliou a análise de mamografia assistida por IA para prever o risco de invasão em pacientes com carcinoma ductal in situ (DCIS). Utilizando um sistema de Deep Learning, os pesquisadores classificaram os pacientes em grupos de baixo e alto risco, apresentando alta sensibilidade e NPV. Os resultados sugerem que a análise pode ajudar na identificação de candidatos para tratamentos cirúrgicos menos agressivos.",,
2025,A Two-Stage Lightweight Deep Learning Framework for Mass Detection and Segmentation in Mammograms Using YOLOv5 and Depthwise SegNet.,"Manolakis D, Bizopoulos P, Lalas A, Votis K",https://pubmed.ncbi.nlm.nih.gov/40087224/,"O estudo utiliza um modelo de Deep Learning (YOLOv5) para detecção e segmentação em mamografias, reportando métricas de performance relevantes.","O artigo propõe um modelo leve de Deep Learning para detecção e segmentação de massas em mamografias, utilizando YOLOv5 e SegNet. O modelo demonstrou desempenho significativo em termos de precisão e eficiência, com métricas de mAP e IoU em dois conjuntos de dados. A solução é projetada para garantir a privacidade dos dados médicos.",,
2025,Enhanced breast mass segmentation in mammograms using a hybrid transformer UNet model.,"Mohammadi S, Ahmadi Livani M",https://pubmed.ncbi.nlm.nih.gov/39566280/,"O estudo utiliza um modelo híbrido de Deep Learning para segmentação de massas mamárias em mamografias, reportando métricas de desempenho relevantes.","O estudo propõe um modelo híbrido HTU-Net para segmentação de massas mamárias em mamografias, combinando CNNs e Transformers. Os resultados experimentais mostram que o modelo supera métodos de ponta em termos de acurácia e qualidade de segmentação, destacando seu potencial para melhorar sistemas de diagnóstico assistido por computador.",,
2025,Breast Cancer Detection and Sub-typing Using Subtraction of Temporally Sequential Mammograms and Machine Learning: Assessment of Invasiveness and Tumor Grade.,"Loizidou K, Vlachou EO, Yiallourou A, Nikolaou C, Pitris C",https://pubmed.ncbi.nlm.nih.gov/41337438/,"O estudo utiliza mamografias digitais e um algoritmo de Machine Learning para detecção e subtipagem de câncer de mama, reportando métricas de performance relevantes.","O estudo desenvolve um algoritmo para detecção automática e subtipagem do câncer de mama a partir de mamografias digitais, utilizando aprendizado de máquina. O algoritmo alcançou 91,2% de acurácia e 0,91 de AUC na classificação de in situ vs. invasivo, e 92,8% de acurácia e 0,92 de AUC na classificação de grau tumoral. Os resultados sugerem uma ferramenta não invasiva que pode melhorar a eficiência diagnóstica.",,
2025,Hybrid convolutional neural network and bi-LSTM model with EfficientNet-B0 for high-accuracy breast cancer detection and classification.,"Lilhore UK, Sharma YK, Shukla BK, Vadlamudi MN, Simaiya S, Alroobaea R, Alsafyani M, Baqasah AM",https://pubmed.ncbi.nlm.nih.gov/40204759/,"O estudo utiliza um modelo híbrido de Deep Learning aplicado a imagens de mamografia, reportando métricas de performance como acurácia, o que atende aos critérios de inclusão.","O estudo propõe um modelo híbrido que combina CNNs, Bi-LSTM e EfficientNet-B0 para detecção e classificação de câncer de mama. O modelo foi avaliado em conjuntos de dados como CBIS-DDSM e MIAS, alcançando uma acurácia de 99,2% na distinção entre tumores benignos e malignos. A pesquisa destaca a eficiência do modelo e sua aplicabilidade clínica.",,
2025,External Testing of a Commercial AI Algorithm for Breast Cancer Detection at Screening Mammography.,"Graham-Knight JB, Liang P, Lin W, Wright Q, Shen H, Mar C, Sam J, Rajapakshe R",https://pubmed.ncbi.nlm.nih.gov/40072215/,"O estudo envolve mulheres submetidas a mamografia digital para detecção de câncer de mama, utiliza um algoritmo de IA moderno e reporta métricas de performance como AUC, sensibilidade e especificidade.","Este estudo avaliou um algoritmo de inteligência artificial comercial para detecção de câncer de mama em um programa de rastreamento. Com uma amostra de 136.700 mulheres, o algoritmo apresentou uma AUC de 0,93 e foi comparado ao desempenho de radiologistas, mostrando diferenças significativas em algumas subcategorias de densidade mamária. Os resultados indicam que o algoritmo é generalizável para a população estudada.",,
2025,Machine Learning Based on Digital Mammography to Reduce the Need for Invasive Biopsies of Benign Calcifications Classified in BI-RADS Category 4.,"Wang N, Xu W, Wang H, Wu S, Wang J, Ao W, Zhang C, Zhu Y, Xie Z, Mao G",https://pubmed.ncbi.nlm.nih.gov/39633212/,"O estudo utiliza deep learning em mamografias digitais para reduzir biópsias invasivas, reportando métricas de performance relevantes.","Este estudo desenvolveu um modelo de machine learning aplicado a mamografias digitais para reduzir biópsias invasivas desnecessárias em calcificações classificadas como BI-RADS 4. Analisou dados de 372 pacientes e utilizou um modelo de deep learning, alcançando uma AUC de 0.873, sensibilidade de 0.905 e especificidade de 0.853. O modelo de fusão apresentou resultados ainda melhores, com AUC de 0.947.",,
2025,An Efficient Lightweight Multi Head Attention Gannet Convolutional Neural Network Based Mammograms Classification.,"Muthukrishnan R, Balasubramaniam A, Krishnasamy V, Ravichandran SK",https://pubmed.ncbi.nlm.nih.gov/39921233/,"O estudo utiliza uma rede neural convolucional de deep learning para classificar imagens de mamografia, reportando métricas de desempenho relevantes.","Este estudo apresenta uma rede neural convolucional leve com atenção multi-head para classificar imagens de mamografia, visando melhorar a detecção de câncer de mama. Os resultados mostraram altas taxas de acurácia de 98,2% e 99,9% em dois conjuntos de dados, destacando o desempenho superior do modelo proposto.",,
2025,Breast cancer classification based on hybrid CNN with LSTM model.,"Kaddes M, Ayid YM, Elshewey AM, Fouad Y",https://pubmed.ncbi.nlm.nih.gov/39910136/,"O estudo utiliza um modelo híbrido de Deep Learning (CNN e LSTM) aplicado a mamografias para classificação de câncer de mama, reportando métricas de performance como acurácia e AUC.","O estudo apresenta um modelo híbrido de Deep Learning que combina CNN e LSTM para a classificação de câncer de mama em mamografias. O modelo alcançou altas taxas de acurácia (99,17% e 99,90%) em dois conjuntos de dados, demonstrando eficácia na detecção e classificação do câncer. As métricas de avaliação incluem sensibilidade, especificidade e AUC.",,
2025,Keeping AI on Track: Regular monitoring of algorithmic updates in mammography.,"Taib AG, James JJ, Partridge GJW, Chen Y",https://pubmed.ncbi.nlm.nih.gov/40252280/,"O estudo avalia o desempenho de um modelo de IA em mamografias, comparando com leitores humanos e reportando métricas de performance como AUC, sensibilidade e especificidade.","O estudo demonstra um método de avaliação do desempenho de duas versões de um software de IA em mamografias, comparando-as com leitores humanos. Foram analisados 1.254 leitores humanos e 328 lesões malignas, com resultados mostrando que a versão mais recente da IA teve desempenho superior em sensibilidade em comparação aos humanos. As métricas de AUC foram reportadas como 0.93 e 0.94 para as versões da IA.",,
2025,DIFLF: A domain-invariant features learning framework for single-source domain generalization in mammogram classification.,"Xie W, Liu Z, Zhao L, Wang M, Tian J, Liu J",https://pubmed.ncbi.nlm.nih.gov/39813937/,"O estudo utiliza um modelo de Deep Learning para classificação de mamografias, reportando métricas de desempenho como AUC e acurácia em diferentes conjuntos de dados, atendendo aos critérios de inclusão.","O estudo propõe um framework de aprendizado de características invariantes ao domínio (DIFLF) para a classificação de mamografias. O modelo foi treinado em um conjunto de dados privado e testado em outros conjuntos, apresentando boas métricas de desempenho, como AUC de até 0.928. Os resultados indicam que o DIFLF é eficaz na classificação de mamografias, mesmo em conjuntos de dados não vistos com distribuições de características diferentes.",,
2025,Using Explainable AI to Characterize Features in the Mirai Mammographic Breast Cancer Risk Prediction Model.,"Wang YK, Klanecek Z, Wagner T, Cockmartin L, Marshall N, Studen A, Jeraj R, Bosmans H",https://pubmed.ncbi.nlm.nih.gov/40899990/,O estudo utiliza um modelo de IA explicável para avaliar características em mamografias e reporta métricas de performance (AUC) relevantes para a detecção de câncer de mama.,"O estudo avaliou se características extraídas pelo modelo Mirai se alinham com observações mamográficas e contribuem para a previsão de risco de câncer de mama. Utilizando 29.374 exames de mamografia, o desempenho foi avaliado com base na AUC, mostrando que o modelo Mirai teve melhor desempenho na detecção de lesões em comparação com as características específicas de calcificação e massa.",,
2025,Optimised Convolution Layers of DnCNN using Vedic Multiplier and Hyperparameter Tuning in Cancer Detection on Field Programmable Gate Array.,"Priya SR, Ranjan PV, Rajediran SN",https://pubmed.ncbi.nlm.nih.gov/40574390/,"O estudo utiliza um algoritmo de Deep Learning (DnCNN) para detecção de câncer de mama em mamografias, reportando métricas de performance relevantes como acurácia e especificidade.","O estudo propõe um sistema de detecção de câncer de mama baseado em DnCNN, utilizando multiplicação Védica em suas camadas convolucionais. Os resultados mostram uma acurácia de 96,3% e outras métricas de desempenho, superando métodos existentes. O sistema é implementado em um dispositivo FPGA.",,
2025,Enhancing breast cancer screening: Unveiling explainable cross-view contributions in dual-view mammography with Sparse Bipartite Graphs Attention Networks.,"Pelluet G, Rizkallah M, Tardy M, Mateus D",https://pubmed.ncbi.nlm.nih.gov/40902293/,"O estudo utiliza uma abordagem de Deep Learning em mamografias digitais, reportando métricas de performance relevantes como AUC e sensibilidade.","O estudo propõe uma abordagem de Rede Neural Gráfica para análise de mamografias em duas vistas, melhorando a detecção de câncer de mama. O modelo alcançou uma AUC de 0,96 e sensibilidade de 0,97 em conjuntos de dados públicos. A pesquisa destaca a importância da interpretação das decisões para radiologistas.",,
2025,Frozen Large-Scale Pretrained Vision-Language Models are the Effective Foundational Backbone for Multimodal Breast Cancer Prediction.,"Vo HQ, Wang L, Wong KK, Ezeana CF, Yu X, Yang W, Chang J, Nguyen HV, Wong STC",https://pubmed.ncbi.nlm.nih.gov/40030302/,"O estudo utiliza um modelo de deep learning aplicado a dados de mamografia para previsão de câncer de mama, reportando métricas de performance como AUC.",O estudo apresenta um modelo de deep learning multimodal que utiliza dados de mamografia para prever câncer de mama. O modelo demonstrou melhorias significativas nas métricas de AUC em comparação com métodos tradicionais. Os resultados indicam que modelos de linguagem-visual pré-treinados podem melhorar a previsão de câncer de mama em conjuntos de dados clínicos.,,
2025,Impact of AI on Breast Cancer Detection Rates in Mammography by Radiologists of Varying Experience Levels in Singapore: Preliminary Comparative Study.,"Goh SSN, Du H, Tan LY, Seah EZY, Lau WK, Ng AHZ, Lim SWD, Ong HY, Lau S, Tan YL, Khaw MS, Yap CW, Hui KYD, Tan WC, Abdul HSRB, Khoo VMH, Ge S, Pool FJ, Choo YS, Wang Y, Jagmohan P, Gopinathan PP, Hartman M, Feng M",https://pubmed.ncbi.nlm.nih.gov/41284978/,"O estudo avalia o impacto da IA na detecção de câncer de mama em mamografias, utilizando um sistema de Deep Learning e reportando métricas de performance como AUROC.","Este estudo avaliou o impacto da assistência de IA na precisão diagnóstica em mamografias entre radiologistas de diferentes níveis de experiência em Cingapura. Utilizando um sistema de IA (FxMammo), os resultados mostraram uma AUROC de 0,93, com melhorias significativas na performance de residentes. A IA também melhorou a eficiência e a consistência diagnóstica, especialmente em casos de mamas densas.",,
2025,Hybrid transformer-based model for mammogram classification by integrating prior and current images.,"Jeny AA, Hamzehei S, Jin A, Baker SA, Van Rathe T, Bai J, Yang C, Nabavi S",https://pubmed.ncbi.nlm.nih.gov/39887755/,"O estudo apresenta um modelo baseado em Deep Learning (CNN-Transformer) aplicado a mamografias, reportando métricas de performance como AUC, sensibilidade e especificidade.","O estudo introduz um modelo híbrido baseado em CNN e Transformer para a classificação de mamografias, utilizando imagens anteriores e atuais para monitorar mudanças temporais. O modelo demonstrou uma acurácia de 90,80%, sensibilidade de 90,80% e AUC de 92,58%, superando modelos de referência. Os resultados sugerem que a abordagem pode melhorar a detecção precoce do câncer de mama na prática clínica.",,
2025,Investigating Breast Cancer Detection with Contextual Relationship Embedded CNN in Mammograms.,"Sivagami G, Vidya K",https://pubmed.ncbi.nlm.nih.gov/41208504/,"O estudo utiliza uma CNN para segmentação em mamografias e reporta métricas de performance, como acurácia, atendendo aos critérios de inclusão.","Este estudo investiga a detecção de câncer de mama utilizando uma CNN com Embedding de Relações Contextuais em mamografias. O modelo proposto alcançou uma acurácia de 99,59%, demonstrando eficiência superior em comparação a outros modelos existentes. As imagens foram pré-processadas para melhorar a qualidade e a detecção de massas patológicas.",,
2025,Comparative analysis of diagnostic performance in mammography: A reader study on the impact of AI assistance.,"Ramli Hamid MT, Ab Mumin N, Abdul Hamid S, Mohd Ariffin N, Mat Nor K, Saib E, Mohamed NA",https://pubmed.ncbi.nlm.nih.gov/40333871/,"O estudo avalia o impacto da assistência de IA na interpretação de mamografias, utilizando um algoritmo de Deep Learning e reportando métricas de desempenho como sensibilidade e AUC.","Este estudo analisa o impacto da assistência de IA na performance diagnóstica de radiologistas em mamografias digitais, especialmente em mulheres com mamas densas. Utilizando o Lunit INSIGHT MMG, os resultados mostraram que a assistência de IA melhorou significativamente a acurácia dos radiologistas, com métricas de sensibilidade e AUC reportadas. Os achados sugerem a integração da IA na prática clínica.",,
2025,Integrating Eye Tracking With Grouped Fusion Networks for Semantic Segmentation on Mammogram Images.,"Xie J, Zhang Q, Cui Z, Ma C, Zhou Y, Wang W, Shen D",https://pubmed.ncbi.nlm.nih.gov/39331544/,"O estudo utiliza deep learning em imagens de mamografia e reporta métricas de desempenho, atendendo aos critérios de inclusão.","O estudo propõe um novo framework que integra informações de rastreamento ocular de radiologistas para melhorar a segmentação de imagens de mamografia usando redes neurais profundas. Os resultados mostram que a abordagem alcança melhor desempenho em comparação com modelos de ponta, especialmente em classes de segmentação com grandes diferenças de escala.",,
2025,Adaptive-AutoMO: A domain adaptive automated multiobjective neural network for reliable lesion malignancy prediction via digital breast tomosynthesis.,"Chen X, Lv J, Wang Z, Qin G, Zhou Z",https://pubmed.ncbi.nlm.nih.gov/40712810/,"O estudo utiliza Deep Learning em Tomossíntese Digital para prever a malignidade de lesões, reportando métricas de desempenho como sensibilidade e especificidade.","O estudo propõe uma rede neural adaptativa para previsão de malignidade de lesões em mamografias de tomossíntese digital. A abordagem aborda desafios como escassez de dados e adaptação de domínio, e os resultados mostram que o modelo proposto supera outros modelos existentes em termos de sensibilidade e especificidade.",,
2025,[The Development of Algorithm of Intellectual System of Supporting Decision-Making in Mammographic Diagnostics of Breast Cancer Based on Convolutional Neuronic Network].,"Osmanov EM, Tuktamysheva LM, Manyakov RR, Pivovarova KV, Garaeva AS, Korkmazova LH, Drepin VV, Zubayraeva YS",https://pubmed.ncbi.nlm.nih.gov/41236319/,"O estudo utiliza uma rede neural convolucional (CNN) para análise de mamografias e reporta métricas de desempenho, como a redução de resultados falso positivos, atendendo aos critérios de inclusão.","O artigo apresenta um modelo de rede neural convolucional (CNN) para a identificação automatizada de mamografias, visando melhorar a interpretação dos resultados. O modelo demonstrou uma redução na taxa de resultados falso positivos em comparação com especialistas médicos. A pesquisa sugere que a formação de um banco de dados aberto pode ampliar a aplicação do aprendizado profundo na prática clínica.",,
2025,Performance of Algorithms Submitted in the 2023 RSNA Screening Mammography Breast Cancer Detection AI Challenge.,"Chen, Yan, Partridge, George J W, Vazirabad, Maryam, Ball, Robyn L, Trivedi, Hari M, Kitamura, Felipe Campos, Frazer, Helen M L, Retson, Tara A, Yao, Luyan, Darker, Iain T, Kelil, Tatiana, Mongan, John, Mann, Ritse M, Moy, Linda",https://dx.doi.org/10.1148/radiol.241447,"O estudo avalia algoritmos de IA aplicados a mamografias, reportando métricas de performance como sensibilidade e especificidade, atendendo aos critérios de inclusão.","O estudo avaliou 1687 algoritmos de IA submetidos ao desafio de detecção de câncer de mama em mamografias. A análise incluiu um conjunto de dados de 5415 mulheres, reportando métricas de desempenho como sensibilidade e especificidade. Os modelos em conjunto mostraram aumento na sensibilidade, mantendo baixas taxas de recall.",,
2025,The use of artificial intelligence (AI) to safely reduce the workload of breast cancer screening: a retrospective simulation study.,"Gialias, Pantelis, Wiberg, Maria Kristoffersen, Brehl, Anne-Kathrin, Bjerner, Tomas, Gustafsson, Håkan",https://dx.doi.org/10.1177/02841851251356176,"O estudo envolve mulheres em rastreamento de câncer de mama, utiliza um sistema de IA baseado em Deep Learning e reporta métricas de desempenho, como redução de carga de trabalho e detecção de câncer.","O estudo avaliou um sistema de IA para reduzir a carga de trabalho em um programa de rastreamento de câncer de mama com leitura dupla. Foram analisadas 15.468 mamografias digitais, resultando em uma redução de 34% na carga de trabalho. O sistema de IA atribuiu pontuações que ajudaram a classificar os exames como de baixo ou alto risco, com boa acurácia na detecção de câncer.",,
2025,AI to Reduce the Interval Cancer Rate of Screening Digital Breast Tomosynthesis.,"Bahl, Manisha, Langarica, Saul, Lamb, Leslie R, Kniss, Ariel S, Do, Synho",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12314764,"O estudo avalia o desempenho de um algoritmo de IA em mamografia digital (DBT) para detectar cânceres de intervalo, reportando métricas de performance relevantes.","O estudo analisa a eficácia de um algoritmo de IA na detecção de cânceres de intervalo em mamografia digital por tomossíntese (DBT). A IA localizou corretamente 32,6% dos cânceres de intervalo e teve alta acurácia em identificar cânceres verdadeiros e negativos. Os resultados sugerem que a IA pode ajudar a reduzir a taxa de câncer de intervalo.",,
2025,Influence of AI Decision Support on Radiologists' Performance and Visual Search in Screening Mammography.,"Gommers, Jessie J J, Verboom, Sarah D, Duvivier, Katya M, van Rooden, Cornelis Jan, van Raamt, A Fleur, Houwers, Janneke B, Naafs, Dick B, Duijm, Lucien E M, Eckstein, Miguel P, Abbey, Craig K, Broeders, Mireille J M, Sechopoulos, Ioannis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12314766,"O estudo avalia o desempenho de radiologistas em mamografias com e sem suporte de decisão por IA, reportando métricas de acurácia como AUC, sensibilidade e especificidade.","O estudo comparou o desempenho de radiologistas na interpretação de mamografias com e sem um sistema de suporte à decisão por IA. Os resultados mostraram que a acurácia de detecção de câncer de mama melhorou com o suporte da IA, com um AUC médio maior. Além disso, os radiologistas passaram mais tempo em áreas suspeitas, indicando uma busca mais eficiente.",,
2025,The evaluation of artificial intelligence in mammography-based breast cancer screening: Is breast-level analysis enough?,"Taib, Adnan Gani, Partridge, George John William, Yao, Luyan, Darker, Iain, Chen, Yan",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12634717,"O estudo analisa o desempenho de um algoritmo de IA em mamografias, comparando-o com leitores humanos e reportando métricas de performance como AUC, sensibilidade e especificidade.","O estudo avaliou o desempenho de um algoritmo de IA comercial em mamografias, comparando análises em nível de mama e lesão com 1258 leitores humanos. Os resultados mostraram que a IA teve AUC de 0.942 em nível de mama e 0.929 em nível de lesão, superando os leitores humanos. A pesquisa destaca a importância da avaliação em nível de lesão para melhorar a colaboração humano-IA.",,
2025,Invasive Breast Cancers Missed by AI Screening of Mammograms.,"Woo, Ok Hee, Song, Sung Eun, Choe, Su Jin, Kim, Minhye, Cho, Kyu Ran, Seo, Bo Kyoung",https://dx.doi.org/10.1148/radiol.242408,"O estudo avalia o desempenho de um software de IA em mamografias, reportando métricas de taxa de falsos negativos e características dos cânceres não detectados, atendendo aos critérios de inclusão.","O estudo investiga as características de cânceres de mama invasivos que foram perdidos pela avaliação de mamografias por IA. Utilizando um software comercial de IA, a taxa de falsos negativos foi calculada e os resultados mostraram que 14% dos cânceres foram não detectados. O estudo destaca a importância de fatores como a densidade mamária e o subtipo molecular para melhorar a detecção.",,
2025,"Assessing artificial intelligence in breast screening with stratified results on 306 839 mammograms across geographic regions, age, breast density and ethnicity: A Retrospective Investigation Evaluating Screening (ARIES) study.","Oberije, Cary J G, Currie, Rachel, Leaver, Alice, Redman, Alan, Teh, William, Sharma, Nisha, Fox, Georgia, Glocker, Ben, Khara, Galvin, Nash, Jonathan, Ng, Annie Y, Kecskemethy, Peter D",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12083354,"O estudo avalia um sistema de IA em mamografias, comparando seu desempenho com a leitura humana e reportando métricas de performance relevantes.","O estudo avaliou um sistema de IA em mamografias, utilizando dados de 306.839 casos entre 2017 e 2021. A IA foi testada como um segundo leitor independente, mostrando não-inferioridade e superioridade em relação à leitura humana, com uma redução significativa na carga de trabalho. Os resultados indicaram que a IA pode melhorar a detecção de câncer em subgrupos específicos, como mamas densas.",,
2025,"Retrospective evaluation of a CE-marked AI system, including 1,017,208 mammography screening examinations.","Hovda, Tone, Larsen, Marthe, Bergan, Marie Burns, Gjesvik, Jonas, Akslen, Lars A, Hofvind, Solveig",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12350444,"O estudo avalia um sistema de IA baseado em Deep Learning para mamografias, reportando métricas de performance e mostrando resultados relevantes para a detecção de câncer de mama.","Este estudo retrospectivo avaliou um sistema de IA CE-marcado em 1.017.208 exames de mamografia. O sistema demonstrou boa performance na identificação de casos negativos e positivos de câncer, sugerindo que pode reduzir a carga de trabalho dos radiologistas e aumentar a sensibilidade da mamografia. Os resultados são relevantes para a implementação segura de IA na triagem de câncer de mama.",,
2025,Human-AI Interaction in the ScreenTrustCAD Trial: Recall Proportion and Positive Predictive Value Related to Screening Mammograms Flagged by AI CAD versus a Human Reader.,"Dembrower, Karin E, Crippa, Alessio, Eklund, Martin, Strand, Fredrik",https://dx.doi.org/10.1148/radiol.242566,"O estudo avalia a detecção de câncer de mama usando IA CAD em mamografias, comparando seu desempenho com radiologistas, e reporta métricas de performance como proporção de recall e valor preditivo positivo.","O estudo ScreenTrustCAD avaliou a taxa de detecção de câncer em mamografias usando IA CAD e radiologistas. Foram analisadas 54.991 mulheres, mostrando que a proporção de recall foi maior para radiologistas em comparação com a IA CAD, enquanto o valor preditivo positivo foi menor para a IA. Os resultados indicam diferenças significativas na eficácia entre os métodos de leitura.",,
2025,Performance of Two Deep Learning-based AI Models for Breast Cancer Detection and Localization on Screening Mammograms from BreastScreen Norway.,"Martiniussen, Marit A, Larsen, Marthe, Hovda, Tone, Kristiansen, Merete U, Dahl, Fredrik A, Eikvil, Line, Brautaset, Olav, Bjørnerud, Atle, Kristensen, Vessela, Bergan, Marie B, Hofvind, Solveig",https://dx.doi.org/10.1148/ryai.240039,"O estudo avalia dois modelos de IA baseados em Deep Learning aplicados a mamografias de rastreamento, reportando métricas de performance como AUC e sensibilidade.","O estudo avaliou a precisão de detecção de câncer e localização de marcadores de dois modelos de IA em mamografias de rastreamento. Com dados de 129.434 exames, os modelos apresentaram AUC de 0,93 e identificaram uma alta porcentagem de cânceres detectados. Os resultados indicam um bom desempenho dos modelos na localização de cânceres verdadeiros.",,
2025,Evaluating the Impact of Changes in Artificial Intelligence-derived Case Scores over Time on Digital Breast Tomosynthesis Screening Outcomes.,"Zuckerman, Samantha P, Periaswamy, Senthil, Shisler, Julie L, Elahi, Ameena, Edmonds, Christine E, Hoffmeister, Jeffrey, Conant, Emily F",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11950889,"O estudo avalia o impacto de pontuações de IA em mamografias digitais (DBT) e reporta métricas de desempenho, atendendo aos critérios de inclusão.","O estudo analisa a mudança nas pontuações de IA derivadas de mamografias digitais em 21.108 mulheres ao longo de exames sequenciais. Os resultados mostram diferenças significativas nas pontuações entre exames positivos e negativos, sugerindo que a pontuação de IA pode auxiliar na tomada de decisões de recall. O estudo foi realizado entre 2020 e 2022.",,
2025,External Validation of a Commercial Artificial Intelligence Algorithm on a Diverse Population for Detection of False Negative Breast Cancers.,"Plimpton, S Reed, Milch, Hannah, Sears, Christopher, Chalfant, James, Hoyt, Anne, Fischer, Cheryce, Hsu, William, Joines, Melissa",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11770225,"O estudo avalia um algoritmo de IA aplicado a mamografias digitais e tomossíntese, reportando métricas de desempenho na detecção de cânceres falsos negativos, atendendo aos critérios de inclusão.","O estudo avaliou um algoritmo de IA comercial em mamografias digitais e tomossíntese para detectar cânceres falsos negativos não identificados por radiologistas. A IA conseguiu detectar 54% dos cânceres falsos negativos em mamografias digitais e 40% em tomossíntese, identificando-os mais cedo que os radiologistas. Os resultados sugerem a eficácia da IA na detecção de cânceres perdidos durante o rastreamento.",,
