ano,titulo,autores,journal,doi,link,motivo_exclusao,resumo_pt
2025,Hybrid convolutional neural network and bi-LSTM model with EfficientNet-B0 for high-accuracy breast cancer detection and classification.,"Lilhore UK, Sharma YK, Shukla BK, Vadlamudi MN, Simaiya S, Alroobaea R, Alsafyani M, Baqasah AM","Scientific reports - Volume 15, Issue 1, pp. 12082 - published 2025-04-09",10.1038/s41598-025-95311-4,https://pubmed.ncbi.nlm.nih.gov/40204759/,O estudo utiliza exclusivamente bancos de dados públicos antigos (CBIS-DDSM e MIAS) sem validação em coorte clínica real.,"O artigo propõe um modelo híbrido que combina CNNs, Bi-LSTM e EfficientNet-B0 para detecção e classificação de câncer de mama. O modelo alcançou 99,2% de precisão em conjuntos de dados bem estabelecidos, mas não realiza validação externa em coorte clínica real."
2025,K-Means Clustering and Classification of Breast Cancer Images Using Histogram of Oriented Gradients Features and Convolutional Neural Network Models: Diagnostic Image Analysis Study.,Salloum S,"JMIR formative research - Volume 9, Issue , pp. e71974 - published 2025-07-29",10.2196/71974,https://pubmed.ncbi.nlm.nih.gov/40729691/,"O estudo não apresenta validação externa e utiliza um dataset que não atende ao critério de robustez amostral, com N inferior a 1000 mamografias.","O estudo desenvolveu uma técnica híbrida para a classificação de imagens de câncer de mama utilizando K-means para agrupamento, extração de características com HOG e classificação com uma rede neural convolucional. O modelo alcançou uma precisão de 98%, mas não possui validação externa e o número de imagens é inferior a 1000."
2025,A Multitask CNN for Near-Infrared Probe: Enhanced Real-Time Breast Cancer Imaging.,"Momtahen M, Golnaraghi F","Sensors (Basel, Switzerland) - Volume 25, Issue 8, pp.  - published 2025-04-08",10.3390/s25082349,https://pubmed.ncbi.nlm.nih.gov/40285039/,"O estudo não utiliza mamografia e se concentra em uma tecnologia de imagem diferente (Near-infrared Scan), não atendendo ao critério de foco em câncer de mama com mamografia.","O estudo apresenta uma abordagem utilizando um modelo de CNN multitarefa para melhorar a detecção de câncer de mama em tecidos mamários densos com uma sonda de infravermelho próximo. O modelo demonstrou alta precisão na classificação de características, mas não envolve mamografia."
2025,An Efficient Lightweight Multi Head Attention Gannet Convolutional Neural Network Based Mammograms Classification.,"Muthukrishnan R, Balasubramaniam A, Krishnasamy V, Ravichandran SK","The international journal of medical robotics + computer assisted surgery : MRCAS - Volume 21, Issue 1, pp. e70043 - published 2025-02-01",10.1002/rcs.70043,https://pubmed.ncbi.nlm.nih.gov/39921233/,"O estudo utiliza exclusivamente bancos de dados públicos antigos (CBIS-DDSM e MIAS) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O estudo apresenta um modelo de rede neural convolucional leve com atenção multi-head para classificar mamografias, utilizando técnicas de filtragem e extração de características. Os resultados mostraram altas taxas de precisão, mas o modelo foi testado apenas em conjuntos de dados públicos antigos."
2025,Keeping AI on Track: Regular monitoring of algorithmic updates in mammography.,"Taib AG, James JJ, Partridge GJW, Chen Y","European journal of radiology - Volume 187, Issue , pp. 112100 - published 2025-06-01",10.1016/j.ejrad.2025.112100,https://pubmed.ncbi.nlm.nih.gov/40252280/,"O estudo não apresenta validação externa independente, pois utiliza conjuntos de testes do mesmo esquema de garantia de qualidade e não valida em um banco de dados diferente.","O estudo avaliou o desempenho de duas versões de um modelo de IA em mamografias usando um esquema de garantia de qualidade. Foram analisados 1.254 leitores humanos e 328 lesões malignas, mas não houve validação externa em um conjunto de dados diferente."
2025,Breast cancer classification based on hybrid CNN with LSTM model.,"Kaddes M, Ayid YM, Elshewey AM, Fouad Y","Scientific reports - Volume 15, Issue 1, pp. 4409 - published 2025-02-05",10.1038/s41598-025-88459-6,https://pubmed.ncbi.nlm.nih.gov/39910136/,"O estudo utiliza exclusivamente conjuntos de dados disponíveis no Kaggle, sem validação em coorte clínica real.","O artigo apresenta um modelo híbrido de CNN e LSTM para classificação de câncer de mama, utilizando dois conjuntos de dados do Kaggle. O modelo alcançou altas taxas de precisão, mas não fornece validação externa em coortes clínicas."
2025,Application of Tuning-ensemble N-Best in Auto-Sklearn for Mammographic Radiomic Analysis for Breast Cancer Prediction.,"Ismail FA, Karim MKA, Zaidon SIA, Noor KA","Current medical imaging - Volume 21, Issue , pp. e15734056400080 - published 2025-01-01",10.2174/0115734056400080250722024127,https://pubmed.ncbi.nlm.nih.gov/40755094/,"O estudo utiliza apenas 244 mamografias, o que não atende ao critério de robustez amostral.","O estudo investiga o uso do Auto-Sklearn para classificação de tumores mamários com base em características radiômicas de mamografias. Foram extraídas 37 características radiômicas de 244 imagens, alcançando uma AUC de 0.840. No entanto, o tamanho da amostra é considerado pequeno para conclusões robustas."
2025,An enhanced denoising system for mammogram images using deep transformer model with fusion of local and global features.,"Singh AR, Athisayamani S, Karim FK, Ibrahim AZ, Alshetewi S, Mostafa SM","Scientific reports - Volume 15, Issue 1, pp. 6562 - published 2025-02-24",10.1038/s41598-025-89451-w,https://pubmed.ncbi.nlm.nih.gov/39994276/,O estudo foca exclusivamente em um sistema de denoising de imagens de mamografia e não apresenta validação externa ou métricas clínicas relevantes para diagnóstico de câncer.,"O artigo propõe uma nova arquitetura de rede chamada DeepTFormer para a remoção de ruído em imagens de mamografia, utilizando um modelo de Transformer. O estudo demonstra que o DeepTFormer supera métodos de denoising existentes em métricas como PSNR e SSIM, mas não aborda a detecção de câncer ou validação clínica."
2025,VBVT-Net: VOI-Based VVBP-Tensor Network for High-Attenuation Artifact Suppression in Digital Breast Tomosynthesis Imaging.,"Zhu M, Wang Z, Wang C, Zeng C, Zeng D, Ma J, Wang Y","IEEE transactions on medical imaging - Volume 44, Issue 4, pp. 1953-1968 - published 2025-04-01",10.1109/TMI.2024.3522242,https://pubmed.ncbi.nlm.nih.gov/40030817/,"O artigo não aborda mamografia, mas sim tomossíntese digital, que é uma modalidade diferente.","O estudo propõe uma rede chamada VBVT-Net para a supressão de artefatos de alta atenuação em imagens de tomossíntese digital de mama. O método utiliza uma estratégia de reconhecimento de volume de interesse e uma sub-rede para a supressão de artefatos, mostrando resultados promissores em quatro conjuntos de dados. No entanto, não se trata de um estudo focado em mamografia."
2025,Adaptive-AutoMO: A domain adaptive automated multiobjective neural network for reliable lesion malignancy prediction via digital breast tomosynthesis.,"Chen X, Lv J, Wang Z, Qin G, Zhou Z","Journal of biomedical informatics - Volume 169, Issue , pp. 104869 - published 2025-09-01",10.1016/j.jbi.2025.104869,https://pubmed.ncbi.nlm.nih.gov/40712810/,"O estudo se concentra em Digital Breast Tomosynthesis (DBT) e não menciona mamografia, portanto não atende ao critério de foco em mamografia.","O estudo apresenta o Adaptive-AutoMO, uma rede neural adaptativa para previsão de malignidade de lesões em Digital Breast Tomosynthesis (DBT). O modelo aborda desafios como escassez de dados e adaptação de domínio, utilizando algoritmos de otimização para melhorar a sensibilidade e especificidade. Os experimentos mostraram que o modelo superou outros modelos disponíveis, mas não se aplica à mamografia."
2025,Generalizability of convolutional neural network-based model observer in breast tomosynthesis across volume glandular fractions and signal sizes.,"Jang H, Baek J","Medical physics - Volume 52, Issue 6, pp. 4023-4038 - published 2025-06-01",10.1002/mp.17725,https://pubmed.ncbi.nlm.nih.gov/40017130/,"O estudo não aborda mamografia, mas sim tomossíntese, que é uma modalidade diferente.","O estudo investiga a generalização de um observador de modelo baseado em CNN para tarefas de detecção em imagens de tomossíntese mamária, avaliando o desempenho em diferentes frações glandulares e tamanhos de sinais. Os resultados mostram que redes treinadas em conjuntos de dados com sinais de tamanhos semelhantes apresentam melhor desempenho, mas com limitada generalização quando aplicadas a conjuntos com sinais de tamanhos diferentes."
2025,Mammographic features in screening mammograms with high AI scores but a true-negative screening result.,"Koch, Henrik Wethe, Bergan, Marie Burns, Gjesvik, Jonas, Larsen, Marthe, Bartsch, Hauke, Haldorsen, Ingfrid Helene Salvesen, Hofvind, Solveig","Acta Radiol - Volume 66, Issue 11, pp. 1225-1232 - published 2025-09-01",10.1177/02841851251363697,https://dx.doi.org/10.1177/02841851251363697,"O estudo não apresenta validação externa, pois utiliza um único banco de dados e não menciona validação em coorte clínica real.","O estudo analisou 54.662 mamografias do BreastScreen Norway, focando em exames com altas pontuações de IA que resultaram em negativos verdadeiros. A maioria dos exames foi classificada como negativa por radiologistas, e o estudo discute as características mamográficas associadas a falsos positivos gerados pela IA."
2025,[The Development of Algorithm of Intellectual System of Supporting Decision-Making in Mammographic Diagnostics of Breast Cancer Based on Convolutional Neuronic Network].,"Osmanov EM, Tuktamysheva LM, Manyakov RR, Pivovarova KV, Garaeva AS, Korkmazova LH, Drepin VV, Zubayraeva YS","Problemy sotsial'noi gigieny, zdravookhraneniia i istorii meditsiny - Volume 33, Issue 5, pp. 1203-1209 - published 2025-12-15",10.32687/0869-866X-2025-33-5-1203-1209,https://pubmed.ncbi.nlm.nih.gov/41236319/,"O estudo não apresenta validação externa independente e utiliza um banco de dados público, o que não atende aos critérios de inclusão.","O artigo discute o desenvolvimento de um modelo de rede neural convolucional (CNN) para a identificação automatizada de funções de visualização em mamografias, visando melhorar a interpretação dos resultados. O modelo foi treinado com dados de mamografias do Massachusetts General Hospital e Winston-Salem Medical College, mas não apresenta validação externa."
2025,Performance of AI-Based software in predicting malignancy risk in breast lesions identified on targeted ultrasound.,"Lima, Isadora Ribeiro Monteiro, Cruz, Rachel Malheiros, de Lima Rodrigues, Célia Luiza, Lago, Bianca Miranda, da Cunha, Ricardo Fernandes, Damião, Soraia Quaranta, Wanderley, Mariah Carneiro, Bitencourt, Almir Galvão Vieira","Eur J Radiol - Volume 191, Issue 0, pp. 112339-112339 - published 2025-07-01",10.1016/j.ejrad.2025.112339,https://dx.doi.org/10.1016/j.ejrad.2025.112339,"O estudo é um estudo de centro único com apenas 334 lesões avaliadas, não atendendo ao critério de robustez amostral (N > 1000).","O estudo avaliou a performance de um software de IA na predição do risco de malignidade em lesões mamárias identificadas por ultrassom direcionado. Foram analisadas 334 lesões, com 257 benignas e 77 malignas, mostrando alta sensibilidade e especificidade quando a IA foi integrada à avaliação do radiologista."
2025,Intelligent and precise auxiliary diagnosis of breast tumors using deep learning and radiomics.,"Wang, Ting, Zang, Boyang, Kong, Chui, Li, Yigang, Yang, Xiaomin, Yu, Yi","PLoS One - Volume 20, Issue 6, pp. e0320732-e0320732 - published 2025-06-01",10.1371/journal.pone.0320732,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12129318,"O estudo não utiliza mamografia como modalidade principal e se concentra em ultrassom, o que não atende aos critérios de inclusão.","O estudo desenvolveu um modelo de diagnóstico inteligente combinando deep learning e radiomics para melhorar o diagnóstico de tumores mamários. O modelo foi validado internamente e externamente usando conjuntos de dados de ultrassom, alcançando uma AUC de 0.92 na validação interna e 0.75 na validação externa."
2025,Whole-lesion-aware network based on freehand ultrasound video for breast cancer assessment: a prospective multicenter study.,"Han, Jie, Gao, Yuanjing, Huo, Ling, Wang, Dong, Xie, Xiaozheng, Zhang, Rui, Xiao, Mengsu, Zhang, Nan, Lei, Meng, Wu, Quanlin, Ma, Lu, Sun, Chao, Wang, Xinyi, Liu, Lei, Cheng, Shuzhen, Tang, Binghui, Wang, Liwei, Zhu, Qingli, Wang, Yong","Cancer Imaging - Volume 25, Issue 1, pp. 75-75 - published 2025-06-01",10.1186/s40644-025-00892-y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12172377,"O estudo não utiliza mamografia, mas sim ultrassom, o que não atende aos critérios de inclusão.","O estudo apresenta uma rede de IA chamada WAUVE, baseada em vídeos de ultrassom livre, para avaliação do risco de câncer de mama. Utilizou um conjunto de dados de 2912 vídeos para treinamento e 190 vídeos para validação externa, mostrando desempenho comparável a radiologistas experientes. No entanto, o foco do estudo é em ultrassom, não em mamografia."
2025,Application Value of Deep Learning-Based AI Model in the Classification of Breast Nodules.,"Zhi, Shaogang, Cai, Xiaoxia, Zhou, Wei, Qian, Peipei","Br J Hosp Med (Lond) - Volume 86, Issue 6, pp. 1-19 - published 2025-06-01",10.12968/hmed.2025.0078,https://dx.doi.org/10.12968/hmed.2025.0078,"O estudo se concentra em nódulos mamários avaliados por ultrassonografia, sem incluir mamografia, e não atende ao critério de foco em câncer de mama com mamografia.","O estudo desenvolveu um modelo de IA baseado em deep learning para auxiliar na classificação de nódulos mamários em exames de ultrassonografia. A análise foi realizada em 1026 nódulos, com resultados mostrando que a IA melhorou a sensibilidade e a especificidade em comparação com a ultrassonografia convencional. No entanto, o foco do estudo não é a mamografia."
2025,Evaluation of AI diagnostic systems for breast ultrasound: comparative analysis with radiologists and the effect of AI assistance.,"Tsuyuzaki, Sayumi, Fujioka, Tomoyuki, Yamaga, Emi, Katsuta, Leona, Mori, Mio, Yashima, Yuka, Hara, Mayumi, Sato, Arisa, Onishi, Iichiroh, Tsukada, Jitsuro, Aruga, Tomoyuki, Kubota, Kazunori, Tateishi, Ukihide","Jpn J Radiol - Volume 43, Issue 10, pp. 1643-1651 - published 2025-06-01",10.1007/s11604-025-01809-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12479558,"O estudo analisa apenas imagens de ultrassom e não envolve mamografia, portanto não atende ao foco em câncer de mama por mamografia.","O estudo avaliou a precisão diagnóstica de um sistema de diagnóstico assistido por IA para ultrassom mamário, comparando seu desempenho com radiologistas e analisando o efeito da assistência da IA. Incluiu 171 imagens de ultrassom de massas mamárias, com AUC de 0.948, mas não se relaciona com mamografia."
2025,"GPT-4o and Specialized AI in Breast Ultrasound Imaging: A Comparative Study on Accuracy, Agreement, Limitations, and Diagnostic Potential.","Sanli, Deniz Esin Tekcan, Sanli, Ahmet Necati, Buyukdereli Atadag, Yildiz, Kurt, Atakan, Esmerer, Emel","J Ultrasound Med - Volume 44, Issue 11, pp. 1993-2004 - published 2025-06-01",10.1002/jum.16749,https://dx.doi.org/10.1002/jum.16749,"O estudo analisa apenas imagens de ultrassom e não envolve mamografia, que é o foco requerido.","O estudo avaliou a capacidade do ChatGPT e do Breast Ultrasound Helper em analisar e diferenciar lesões benignas e malignas em imagens de ultrassom. Foram analisadas 232 imagens, com 57,3% sendo malignas. Embora ambos os sistemas de IA tenham mostrado desempenho moderado a bom, a compatibilidade com as avaliações dos radiologistas foi limitada."
2025,Using artificial intelligence system for assisting the classification of breast ultrasound glandular tissue components in dense breast tissue.,"Yan, Hongju, Dai, Chaochao, Xu, Xiaojing, Qiu, Yuxuan, Yu, Lifang, Huang, Lewen, Lin, Bei, Huang, Jianan, Jiang, Chenxiang, Shen, Yingzhao, Ji, Jing, Li, Youcheng, Bao, Lingyun","Sci Rep - Volume 15, Issue 1, pp. 11754-11754 - published 2025-04-01",10.1038/s41598-025-95871-5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11973185,"O estudo foca exclusivamente em ultrassom e não em mamografia, o que não atende aos critérios de inclusão.","O estudo investiga o uso de modelos de inteligência artificial para classificar componentes glandulares em tecido mamário denso utilizando ultrassom. Um total de 1.848 mulheres saudáveis com mamografias classificadas como densas foram incluídas, e o modelo ResNet 101 demonstrou desempenho superior na classificação em comparação com radiologistas."
2025,Clinical application value of ultrasound artificial intelligence technology in the diagnosis of breast nodules.,"Wu, Yijuan, Huang, Peiyu, Guo, Weiping, Zhang, Ying, Xu, Xiaolan, Ye, Shuang, Wu, Chao","Clin Hemorheol Microcirc - Volume 89, Issue 4, pp. 356-362 - published 2025-05-01",10.1177/13860291241305491,https://dx.doi.org/10.1177/13860291241305491,"O estudo foca exclusivamente em ultrassom e não menciona mamografia, portanto não atende aos critérios de inclusão.","O estudo investiga o valor da tecnologia de inteligência artificial S-Detect em ultrassonografia para o diagnóstico diferencial de nódulos mamários benignos e malignos. Os resultados mostram uma AUC de 0.877, com sensibilidade de 0.915 e especificidade de 0.839, mas não aborda mamografia."
2025,"Integration of AI lesion classification, age, and BI-RADS assessment to reduce benign biopsies on breast ultrasound.","Ju, Yan, Zhang, Ge, Wan, Yi, Wang, Gang, Shu, Rui, Zhang, Panpan, Song, Hongping","Eur Radiol - Volume 35, Issue 9, pp. 5658-5670 - published 2025-03-01",10.1007/s00330-025-11467-7,https://dx.doi.org/10.1007/s00330-025-11467-7,"O estudo não utiliza mamografia, mas sim ultrassom, o que não atende ao foco em câncer de mama por mamografia.","O estudo desenvolveu e testou estratégias de evitação de biópsias integradas com IA para melhorar a especificidade do ultrassom mamário. Incluiu coortes de desenvolvimento e validação externa, mas focou apenas em ultrassom, não em mamografia. A estratégia melhorou a especificidade sem comprometer a sensibilidade."
2025,Smart scanning: automatic detection of superficially located lymph nodes using ultrasound - initial results.,"Rink, Maximilian, Künzel, Julian, Stroszczynski, Christian, Jung, Friedrich, Jung, Ernst Michael","Rofo - Volume 197, Issue 3, pp. 310-316 - published 2025-01-01",10.1055/a-2331-0951,https://dx.doi.org/10.1055/a-2331-0951,"O estudo foca exclusivamente em ultrassom e não menciona mamografia, portanto não atende ao critério de modalidade.","O estudo investiga a detecção automática de linfonodos superficiais usando ultrassom assistido por IA. Os programas testados mostraram uma taxa de detecção de 78,6%, mas a avaliação da malignidade ainda não é possível. O foco principal é a integração da IA em sistemas de imagem, sem relação com mamografia."
2025,Suitability of ChatGPT as a Source of Patient Information for Screening Mammography.,"Spuur, Kelly, Currie, Geoff, Al-Mousa, Dana, Pape, Ruth","Health Promot Pract - Volume 26, Issue 4, pp. 746-762 - published 2025-01-01",10.1177/15248399241285060,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12149468,"O artigo não aborda a aplicação de IA na detecção de câncer de mama, mas sim a avaliação de ChatGPT como fonte de informação, sem foco em diagnósticos ou resultados clínicos.","O estudo avalia a eficácia do ChatGPT3.5 e ChatGPT4 como fontes de informação para pacientes sobre mamografia de rastreio. Os resultados mostram que ambos os modelos apresentaram baixa precisão e clareza nas informações, o que pode prejudicar a compreensão dos pacientes, especialmente aqueles com baixa literacia em saúde."
2024,Mammography-based deep learning model for coronary artery calcification.,"Ahn S, Chang Y, Kwon R, Kang J, Choi J, Lim GY, Kwon MR, Ryu S, Shin J","European heart journal. Cardiovascular Imaging - Volume 25, Issue 4, pp. 456-466 - published 2024-03-27",10.1093/ehjci/jead307,https://pubmed.ncbi.nlm.nih.gov/37988168/,"O estudo não tem foco em câncer de mama, mas sim em calcificação arterial coronariana, o que não atende aos critérios de inclusão.","O estudo desenvolveu modelos de aprendizado profundo baseados em mamografia para prever a calcificação arterial coronariana (CAC). Utilizando um conjunto de dados de 5235 mulheres para treinamento e 1208 para validação, o modelo alcançou uma AUC de 0.761. O foco do estudo é na previsão de doenças cardiovasculares, não em câncer de mama."
2024,Deep learning empowered breast cancer diagnosis: Advancements in detection and classification.,"Ahmad J, Akram S, Jaffar A, Ali Z, Bhatti SM, Ahmad A, Rehman SU","PloS one - Volume 19, Issue 7, pp. e0304757 - published 2024-01-01",10.1371/journal.pone.0304757,https://pubmed.ncbi.nlm.nih.gov/38990817/,"O estudo utiliza exclusivamente o banco de dados CBIS-DDSM, que é um dataset público antigo, sem validação em coorte clínica real.","O artigo apresenta um sistema de diagnóstico auxiliado por computador (CAD) que utiliza técnicas de deep learning para detectar e classificar lesões mamárias. O sistema foi validado usando o banco de dados CBIS-DDSM, alcançando uma taxa de sucesso de 99% na detecção e classificação de massas mamárias. No entanto, não há validação externa em coortes clínicas reais."
2024,Deep-learning model for background parenchymal enhancement classification in contrast-enhanced mammography.,"Ripaud E, Jailin C, Quintana GI, Milioni de Carvalho P, Sanchez de la Rosa R, Vancamberg L","Physics in medicine and biology - Volume 69, Issue 11, pp.  - published 2024-05-20",10.1088/1361-6560/ad42ff,https://pubmed.ncbi.nlm.nih.gov/38657641/,"O estudo não apresenta validação externa independente, pois a avaliação foi feita em um conjunto de dados que não é mencionado como externo ao conjunto de treinamento.","O estudo propõe uma ferramenta de classificação de nível de realce parenquimal de fundo (BPE) em mamografia contrastada usando deep learning. O modelo foi treinado em 7012 pares de imagens e avaliado em 1013 pares, alcançando uma precisão balanceada de 71,5% para classificação em 4 classes. No entanto, não há validação externa mencionada."
2024,CNN-Based Cross-Modality Fusion for Enhanced Breast Cancer Detection Using Mammography and Ultrasound.,"Wang YM, Wang CY, Liu KY, Huang YH, Chen TB, Chiu KN, Liang CY, Lu NH","Tomography (Ann Arbor, Mich.) - Volume 10, Issue 12, pp. 2038-2057 - published 2024-12-12",10.3390/tomography10120145,https://pubmed.ncbi.nlm.nih.gov/39728907/,O estudo utiliza exclusivamente bancos de dados públicos e não apresenta validação externa em coorte clínica real.,"O estudo investiga a fusão de modalidades de imagem (mamografia e ultrassom) para melhorar a detecção de câncer de mama usando redes neurais convolucionais. Três modelos foram desenvolvidos, mas todos os dados foram obtidos de conjuntos públicos, sem validação externa. O modelo customizado alcançou uma precisão de 96,4%."
2024,Deep Location Soft-Embedding-Based Network With Regional Scoring for Mammogram Classification.,"Han B, Sun L, Li C, Yu Z, Jiang W, Liu W, Tao D, Liu B","IEEE transactions on medical imaging - Volume 43, Issue 9, pp. 3137-3148 - published 2024-09-01",10.1109/TMI.2024.3389661,https://pubmed.ncbi.nlm.nih.gov/38625766/,"O estudo utiliza exclusivamente os conjuntos de dados INbreast e CBIS-DDSM, que são bancos públicos antigos, sem validação em coorte clínica real.","O artigo propõe uma rede de classificação de mamografias chamada DLSEN-RS, que utiliza um extrator de características único e módulos de incorporação posicional e agrupamento para localizar áreas de lesão. Os experimentos foram realizados nos conjuntos de dados INbreast e CBIS-DDSM, mas não há validação externa em coortes clínicas."
2024,Segmentation for mammography classification utilizing deep convolutional neural network.,"Kumar Saha D, Hossain T, Safran M, Alfarhood S, Mridha MF, Che D","BMC medical imaging - Volume 24, Issue 1, pp. 334 - published 2024-12-18",10.1186/s12880-024-01510-2,https://pubmed.ncbi.nlm.nih.gov/39696014/,"O estudo utiliza exclusivamente o dataset INbreast, que é um banco público antigo, sem validação em coorte clínica real.","O estudo propõe um modelo de transformer modificado para a classificação de imagens de mamografia, utilizando técnicas de segmentação. O modelo alcançou uma precisão de 99,96% e uma AUC de 99,98%. No entanto, o estudo se baseia exclusivamente no dataset INbreast, sem validação externa."
2024,An open codebase for enhancing transparency in deep learning-based breast cancer diagnosis utilizing CBIS-DDSM data.,"Liao L, Aagaard EM","Scientific reports - Volume 14, Issue 1, pp. 27318 - published 2024-11-09",10.1038/s41598-024-78648-0,https://pubmed.ncbi.nlm.nih.gov/39516557/,"O estudo utiliza exclusivamente um banco de dados público (CBIS-DDSM) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O artigo apresenta uma base de código para melhorar a transparência no diagnóstico de câncer de mama utilizando dados do CBIS-DDSM. O foco está na metodologia de treinamento e teste de modelos de aprendizado de máquina, mas não inclui validação externa em coorte clínica."
2024,Deep transfer learning based hierarchical CAD system designs for SFM images.,"Rani J, Singh J, Virmani J","Journal of medical engineering & technology - Volume 48, Issue 8, pp. 279-295 - published 2024-11-01",10.1080/03091902.2025.2463580,https://pubmed.ncbi.nlm.nih.gov/39949254/,"O estudo utiliza exclusivamente o dataset DDSM, que é um banco público antigo, sem validação em coorte clínica real.","O estudo apresenta um sistema de CAD hierárquico baseado em aprendizado profundo para a classificação de massas mamográficas, utilizando quatro modelos de transferência de aprendizado. A pesquisa foi realizada em 518 imagens do dataset DDSM, com foco na precisão de classificação, mas não inclui validação externa."
2024,Efficient labeling of french mammogram reports with MammoBERT.,"Dehghani N, Saliba-Colombani V, Chick A, Heng M, Operto G, Fillard P","Scientific reports - Volume 14, Issue 1, pp. 24842 - published 2024-10-22",10.1038/s41598-024-76369-y,https://pubmed.ncbi.nlm.nih.gov/39438627/,"O estudo não apresenta validação externa e não se concentra na detecção de câncer, mas sim no processamento de texto de relatórios de mamografia.","O artigo apresenta uma abordagem baseada em BERT para rotulagem eficiente de relatórios de mamografia em francês, focando na extração de rótulos a partir de anotações de radiologistas e sistemas baseados em regras. O modelo, chamado MammoBERT, é treinado em um conjunto de dados limitado e não aborda diretamente a detecção de câncer."
2024,A novel machine learning model for breast cancer detection using mammogram images.,"Kalpana P, Selvy PT","Medical & biological engineering & computing - Volume 62, Issue 7, pp. 2247-2264 - published 2024-07-01",10.1007/s11517-024-03057-4,https://pubmed.ncbi.nlm.nih.gov/38575824/,"O estudo utiliza exclusivamente o dataset INbreast, que é um banco público antigo, sem validação em coorte clínica real.","O artigo propõe um novo modelo de aprendizado de máquina para detecção de câncer de mama usando imagens de mamografia, focando na extração de características e otimização. O modelo foi testado no dataset INbreast, alcançando 95% e 98% de precisão com diferentes classificadores. No entanto, não há validação externa."
2024,Precancerous Change Detection Technique on Mammography Breast Cancer Images based on Mean Ratio and Log Ratio using Fuzzy c Mean Classification with Gabor Filter.,"Jamil R, Dong M, Bano S, Javed A, Abdullah M","Current medical imaging - Volume 20, Issue , pp. e18749445290351 - published 2024-01-01",10.2174/0115734056286550240416093625,https://pubmed.ncbi.nlm.nih.gov/38803183/,"O estudo utiliza um banco de dados público (MIAS) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O artigo propõe uma técnica de detecção de mudanças precoces em imagens de mamografia utilizando operadores de razão média e logarítmica com classificação Fuzzy c Mean e filtro de Gabor. O estudo analisa as variações entre imagens de mamografia de câncer de mama, mas utiliza um conjunto de dados público sem validação externa."
2024,Deep-AutoMO: Deep automated multiobjective neural network for trustworthy lesion malignancy diagnosis in the early stage via digital breast tomosynthesis.,"Chen X, Lv J, Wang Z, Qin G, Zhou Z","Computers in biology and medicine - Volume 183, Issue , pp. 109299 - published 2024-12-01",10.1016/j.compbiomed.2024.109299,https://pubmed.ncbi.nlm.nih.gov/39437606/,"O estudo utiliza exclusivamente digital breast tomosynthesis (DBT) e não menciona a validação externa em coorte clínica real, além de não focar em mamografia.","O estudo apresenta o Deep-AutoMO, uma rede neural automatizada para diagnóstico de malignidade em lesões mamárias usando digital breast tomosynthesis (DBT). O modelo é otimizado para balancear sensibilidade e especificidade, mas não aborda a mamografia nem validação externa."
2024,BC-QNet: A quantum-infused ELM model for breast cancer diagnosis.,"Bilal A, Imran A, Liu X, Liu X, Ahmad Z, Shafiq M, El-Sherbeeny AM, Long H","Computers in biology and medicine - Volume 175, Issue , pp. 108483 - published 2024-06-01",10.1016/j.compbiomed.2024.108483,https://pubmed.ncbi.nlm.nih.gov/38704900/,"O estudo utiliza exclusivamente o dataset MIAS, que é um banco público antigo, sem validação em coorte clínica real.","O estudo apresenta um modelo híbrido que combina Extreme Learning Machine com aprendizado de transferência FuNet para diagnóstico de câncer de mama, utilizando o dataset MIAS. O modelo alcançou altas taxas de precisão e sensibilidade, mas não realiza validação externa."
2024,Towards precision medicine in breast imaging: A novel open mammography database with tailor-made 3D image retrieval for AI and teaching.,"Monteiro Cordeiro N, Facina G, Pinto Nazário AC, Monteiro Sanvido V, Araujo Neto JT, Rodrigues Dos Santos E, Domingues da Silva M, Elias S","Computer methods and programs in biomedicine - Volume 248, Issue , pp. 108117 - published 2024-05-01",10.1016/j.cmpb.2024.108117,https://pubmed.ncbi.nlm.nih.gov/38498955/,"O estudo apresenta apenas 941 mamografias, o que não atende ao critério de robustez amostral (N > 1.000).","O artigo descreve a criação de um banco de dados inovador de mamografias para melhorar o diagnóstico precoce do câncer de mama em ambientes de recursos limitados. O banco contém 941 imagens de mamografia de 100 casos, com 62% incluindo imagens 3D, e visa promover a educação e a pesquisa na área."
